事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
523,2024-04-05 15:38:00,2024-04-05 15:38:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.656,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.7，实际=29.0 vs 预测=0.0）
524,2024-04-05 15:42:00,2024-04-05 15:42:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.771,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.8，实际=29.0 vs 预测=0.0）
525,2024-04-05 15:49:00,2024-04-05 15:49:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.412,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.4，实际=35.0 vs 预测=0.0）
526,2024-04-05 15:57:00,2024-04-05 15:59:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.981,90,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.0，实际=30.0 vs 预测=5.8）
527,2024-04-05 16:02:00,2024-04-05 16:02:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.899,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.9，实际=66.0 vs 预测=24.6）
528,2024-04-05 16:06:00,2024-04-05 16:06:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.858,30,正常
529,2024-04-05 16:11:00,2024-04-05 16:11:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.961,30,正常
530,2024-04-05 16:18:00,2024-04-05 16:18:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.049,30,残差异常：采煤机_截割部位_右滚筒_电机_温度 偏高（残差 Z-score=4.0，实际=59.0 vs 预测=52.0）
531,2024-04-05 16:21:00,2024-04-05 16:22:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.239,60,残差异常：采煤机_截割部位_右滚筒_电机_温度 偏高（残差 Z-score=3.2，实际=59.0 vs 预测=53.4）
532,2024-04-05 16:32:00,2024-04-05 16:33:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.051,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.1，实际=63.0 vs 预测=15.0）
533,2024-04-05 16:39:00,2024-04-05 16:39:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.658,30,正常
534,2024-04-05 17:25:00,2024-04-05 17:25:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.301,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.3，实际=60.0 vs 预测=19.8）
535,2024-04-05 17:33:00,2024-04-05 17:33:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.443,30,正常
536,2024-04-05 17:39:00,2024-04-05 17:39:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.469,30,残差异常：采煤机_牵引部位_左电机_温度 偏高（残差 Z-score=4.5，实际=66.0 vs 预测=49.2）
537,2024-04-05 17:48:00,2024-04-05 17:48:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.737,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.7，实际=54.0 vs 预测=17.4）
538,2024-04-05 17:55:00,2024-04-05 17:55:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.979,30,正常
539,2024-04-05 18:03:00,2024-04-05 18:04:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.298,60,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.3，实际=65.0 vs 预测=20.8）
540,2024-04-05 18:06:00,2024-04-05 18:12:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.851,210,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=6.9，实际=67.0 vs 预测=43.0）
541,2024-04-05 18:16:00,2024-04-05 18:17:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.068,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.1，实际=58.0 vs 预测=17.8）
542,2024-04-05 18:29:00,2024-04-05 18:29:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.64,30,正常
543,2024-04-05 18:33:00,2024-04-05 18:35:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.362,90,正常
544,2024-04-05 18:52:00,2024-04-05 18:54:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.482,90,正常
545,2024-04-05 19:09:00,2024-04-05 19:09:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.614,30,正常
546,2024-04-05 19:30:00,2024-04-05 19:30:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.986,30,正常
547,2024-04-05 19:43:00,2024-04-05 19:43:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.439,30,正常
548,2024-04-05 19:48:00,2024-04-05 19:48:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.74,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.7，实际=60.0 vs 预测=17.0）
549,2024-04-05 19:51:00,2024-04-05 19:53:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.109,90,正常
550,2024-04-05 19:58:00,2024-04-05 19:59:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.253,60,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=5.3，实际=63.0 vs 预测=44.6）
551,2024-04-05 20:04:00,2024-04-05 20:06:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.341,90,正常
552,2024-04-05 20:10:00,2024-04-05 20:10:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.708,30,正常
553,2024-04-05 20:14:00,2024-04-05 20:23:00,10.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.454,300,正常
554,2024-04-05 20:35:00,2024-04-05 20:35:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.971,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.0，实际=55.0 vs 预测=13.6）
555,2024-04-05 20:39:00,2024-04-05 20:39:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.193,30,正常
556,2024-04-05 20:56:00,2024-04-05 20:56:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.952,30,正常
557,2024-04-05 20:58:00,2024-04-05 20:58:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.712,30,正常
558,2024-04-05 21:01:00,2024-04-05 21:07:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.686,210,正常
559,2024-04-05 21:09:00,2024-04-05 21:09:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.71,30,正常
560,2024-04-05 21:16:00,2024-04-05 21:22:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.024,210,正常
561,2024-04-05 21:36:00,2024-04-05 21:36:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.963,30,正常
562,2024-04-05 21:42:00,2024-04-05 21:42:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.656,30,正常
563,2024-04-05 21:52:00,2024-04-05 21:52:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.903,30,正常
564,2024-04-05 21:55:00,2024-04-05 21:55:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.842,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.8，实际=58.0 vs 预测=17.0）
565,2024-04-05 22:02:00,2024-04-05 22:02:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.969,30,正常
566,2024-04-05 22:04:00,2024-04-05 22:04:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.262,30,正常
567,2024-04-05 22:12:00,2024-04-05 22:12:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.982,30,正常
568,2024-04-05 22:16:00,2024-04-05 22:16:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.152,30,正常
569,2024-04-05 22:19:00,2024-04-05 22:19:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.985,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.0，实际=55.0 vs 预测=23.2）
570,2024-04-05 22:22:00,2024-04-05 22:29:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,52.483,240,Mahalanobis 距离=52.5（阈值=18.5）。主要贡献特征：PC2 (86.9%); PC3 (13.1%)。
571,2024-04-05 22:31:00,2024-04-05 22:37:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.866,210,正常
572,2024-04-05 22:53:00,2024-04-05 22:54:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.925,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.9，实际=55.0 vs 预测=17.2）
573,2024-04-05 23:07:00,2024-04-05 23:07:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.8,30,正常
574,2024-04-05 23:09:00,2024-04-05 23:17:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.103,270,正常
575,2024-04-05 23:19:00,2024-04-05 23:19:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.325,30,正常
576,2024-04-05 23:58:00,2024-04-06 00:01:00,4.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.469,120,正常
577,2024-04-06 00:15:00,2024-04-06 00:18:00,4.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.822,120,正常
578,2024-04-06 00:31:00,2024-04-06 00:38:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.628,240,正常
579,2024-04-06 00:40:00,2024-04-06 00:40:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.181,30,正常
580,2024-04-06 00:57:00,2024-04-06 00:57:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.76,30,正常
581,2024-04-06 01:01:00,2024-04-06 01:02:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.312,60,正常
582,2024-04-06 01:07:00,2024-04-06 01:07:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.361,30,正常
583,2024-04-06 01:10:00,2024-04-06 01:10:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.129,30,正常
584,2024-04-06 01:14:00,2024-04-06 01:16:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.153,90,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=7.2，实际=67.0 vs 预测=16.8）
585,2024-04-06 01:19:00,2024-04-06 01:19:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.614,30,正常
586,2024-04-06 01:26:00,2024-04-06 01:26:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.568,30,残差异常：采煤机_牵引部位_左电机_电流 偏高（残差 Z-score=4.6，实际=186.0 vs 预测=0.0）
587,2024-04-06 01:35:00,2024-04-06 01:37:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.586,90,正常
588,2024-04-06 01:46:00,2024-04-06 01:46:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.361,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.4，实际=52.0 vs 预测=17.8）
589,2024-04-06 01:49:00,2024-04-06 01:49:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.155,30,正常
590,2024-04-06 01:57:00,2024-04-06 01:57:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.984,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.0，实际=59.0 vs 预测=17.0）
591,2024-04-06 02:06:00,2024-04-06 02:06:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.647,30,正常
592,2024-04-06 02:08:00,2024-04-06 02:18:00,11.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,25.802,330,Mahalanobis 距离=25.8（阈值=18.5）。主要贡献特征：PC4 (95.0%); PC3 (3.3%); PC1 (1.3%)。
593,2024-04-06 02:28:00,2024-04-06 02:28:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.132,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.1，实际=46.0 vs 预测=17.0）
594,2024-04-06 02:42:00,2024-04-06 02:49:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.12,240,正常
595,2024-04-06 02:51:00,2024-04-06 02:51:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.74,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=55.0 vs 预测=17.4）
596,2024-04-06 02:56:00,2024-04-06 02:57:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.444,60,正常
597,2024-04-06 03:01:00,2024-04-06 03:01:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.196,30,正常
598,2024-04-06 03:06:00,2024-04-06 03:06:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.508,30,正常
599,2024-04-06 03:08:00,2024-04-06 03:08:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.269,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.3，实际=49.0 vs 预测=7.2）
600,2024-04-06 03:10:00,2024-04-06 03:10:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.926,30,正常
601,2024-04-06 03:30:00,2024-04-06 03:30:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.455,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.5，实际=53.0 vs 预测=18.2）
602,2024-04-06 03:34:00,2024-04-06 03:34:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.273,30,正常
603,2024-04-06 03:36:00,2024-04-06 03:36:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.549,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.5，实际=53.0 vs 预测=17.6）
604,2024-04-06 03:44:00,2024-04-06 03:45:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.295,60,正常
605,2024-04-06 03:47:00,2024-04-06 03:47:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.731,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.7，实际=50.0 vs 预测=16.8）
606,2024-04-06 03:54:00,2024-04-06 03:54:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.787,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.8，实际=54.0 vs 预测=20.4）
607,2024-04-06 04:00:00,2024-04-06 04:00:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.523,30,正常
608,2024-04-06 04:03:00,2024-04-06 04:03:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.132,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.1，实际=46.0 vs 预测=17.0）
609,2024-04-06 04:05:00,2024-04-06 04:05:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.957,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.0，实际=55.0 vs 预测=17.0）
610,2024-04-06 04:07:00,2024-04-06 04:15:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.538,270,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=5.5，实际=73.0 vs 预测=53.6）
611,2024-04-06 04:28:00,2024-04-06 04:29:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.676,60,正常
612,2024-04-06 04:31:00,2024-04-06 04:31:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.754,30,正常
613,2024-04-06 04:35:00,2024-04-06 04:38:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.314,120,正常
614,2024-04-06 04:44:00,2024-04-06 04:48:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.141,150,正常
615,2024-04-06 04:52:00,2024-04-06 04:52:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.806,30,正常
616,2024-04-06 05:00:00,2024-04-06 05:00:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.769,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.8，实际=54.0 vs 预测=17.2）
617,2024-04-06 05:06:00,2024-04-06 05:14:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.632,270,正常
618,2024-04-06 05:34:00,2024-04-06 05:36:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.837,90,正常
619,2024-04-06 05:40:00,2024-04-06 05:43:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.593,120,正常
620,2024-04-06 06:01:00,2024-04-06 06:01:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.983,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.0，实际=49.0 vs 预测=17.4）
621,2024-04-06 06:15:00,2024-04-06 06:15:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.803,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.8，实际=57.0 vs 预测=17.0）
622,2024-04-06 06:17:00,2024-04-06 06:17:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.162,30,正常
623,2024-04-06 06:23:00,2024-04-06 06:23:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.412,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.4，实际=52.0 vs 预测=17.0）
624,2024-04-06 06:26:00,2024-04-06 06:28:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.341,90,残差异常：采煤机_牵引部位_左电机_温度 偏高（残差 Z-score=7.3，实际=72.0 vs 预测=52.8）
625,2024-04-06 06:36:00,2024-04-06 06:36:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.019,30,正常
626,2024-04-06 06:40:00,2024-04-06 06:40:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.186,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.2，实际=56.0 vs 预测=19.6）
627,2024-04-06 06:50:00,2024-04-06 06:51:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.823,60,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=5.8，实际=66.0 vs 预测=45.6）
628,2024-04-06 07:04:00,2024-04-06 07:04:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.46,30,正常
629,2024-04-06 07:07:00,2024-04-06 07:07:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.061,30,正常
630,2024-04-06 07:12:00,2024-04-06 07:12:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.258,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.3，实际=36.0 vs 预测=16.2）
631,2024-04-06 07:20:00,2024-04-06 07:20:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.121,30,正常
632,2024-04-06 07:24:00,2024-04-06 07:32:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.018,270,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=8.0，实际=74.0 vs 预测=10.4）
633,2024-04-06 07:36:00,2024-04-06 07:39:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.161,120,正常
634,2024-04-06 08:05:00,2024-04-06 08:05:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.184,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.2，实际=61.0 vs 预测=17.6）
635,2024-04-06 08:08:00,2024-04-06 08:08:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.657,30,正常
636,2024-04-06 08:11:00,2024-04-06 08:11:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.829,30,正常
637,2024-04-06 08:15:00,2024-04-06 08:15:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.027,30,正常
638,2024-04-06 08:25:00,2024-04-06 08:25:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.155,30,正常
639,2024-04-06 08:28:00,2024-04-06 08:29:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.115,60,正常
640,2024-04-06 08:37:00,2024-04-06 08:40:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.195,120,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=5.2，实际=76.0 vs 预测=57.8）
641,2024-04-06 08:44:00,2024-04-06 08:44:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.132,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.1，实际=46.0 vs 预测=17.0）
642,2024-04-06 09:36:00,2024-04-06 09:37:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.442,60,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.4，实际=27.0 vs 预测=0.0）
643,2024-04-06 09:43:00,2024-04-06 09:44:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.588,60,正常
644,2024-04-06 09:46:00,2024-04-06 09:52:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.752,210,正常
645,2024-04-06 09:57:00,2024-04-06 11:33:00,97.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.441,2910,正常
646,2024-04-06 12:51:00,2024-04-06 13:18:00,28.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.988,840,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=14.0，实际=49.0 vs 预测=0.0）
647,2024-04-06 14:04:00,2024-04-06 14:04:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.389,30,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=3.4，实际=43.0 vs 预测=32.8）
648,2024-04-06 14:09:00,2024-04-06 14:09:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.429,30,残差异常：采煤机_油泵_右电机_温度 偏高（残差 Z-score=3.4，实际=46.0 vs 预测=42.0）
649,2024-04-06 15:01:00,2024-04-06 15:03:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.115,90,正常
650,2024-04-06 15:29:00,2024-04-06 15:29:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.92,30,正常
651,2024-04-06 15:33:00,2024-04-06 15:35:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.1,90,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.1，实际=66.0 vs 预测=15.2）
652,2024-04-06 15:40:00,2024-04-06 15:40:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.809,30,正常
653,2024-04-06 15:46:00,2024-04-06 15:46:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.606,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.6，实际=28.0 vs 预测=0.0）
654,2024-04-06 15:48:00,2024-04-06 15:54:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,54.357,210,Mahalanobis 距离=54.4（阈值=18.5）。主要贡献特征：PC2 (88.8%); PC3 (10.7%)。
655,2024-04-06 15:58:00,2024-04-06 15:58:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.908,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.9，实际=60.0 vs 预测=10.8）
656,2024-04-06 16:02:00,2024-04-06 16:02:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.208,30,正常
657,2024-04-06 16:09:00,2024-04-06 16:10:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.188,60,残差异常：采煤机_牵引部位_左电机_电流 偏高（残差 Z-score=3.2，实际=137.0 vs 预测=0.0）
658,2024-04-06 16:29:00,2024-04-06 16:29:00,1.0,带载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.422,30,正常
659,2024-04-06 16:37:00,2024-04-06 16:37:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.129,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.1，实际=53.0 vs 预测=17.0）
660,2024-04-06 16:41:00,2024-04-06 16:42:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.997,60,正常
661,2024-04-06 16:46:00,2024-04-06 16:47:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.606,60,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.6，实际=28.0 vs 预测=0.0）
662,2024-04-06 16:50:00,2024-04-06 16:51:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.734,60,正常
663,2024-04-06 17:02:00,2024-04-06 17:02:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.488,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.5，实际=54.0 vs 预测=18.4）
