事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
1097,2024-04-11 06:59:00,2024-04-11 06:59:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.547,30,正常
1098,2024-04-11 07:15:00,2024-04-11 07:15:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.413,30,正常
1099,2024-04-11 07:32:00,2024-04-11 07:32:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.445,30,正常
1100,2024-04-11 07:48:00,2024-04-11 07:54:00,7.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.546,210,正常
1101,2024-04-11 07:57:00,2024-04-11 07:57:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.611,30,正常
1102,2024-04-11 08:01:00,2024-04-11 08:01:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.969,30,正常
1103,2024-04-11 08:13:00,2024-04-11 08:16:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.5,120,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.5，实际=63.0 vs 预测=17.2）
1104,2024-04-11 08:21:00,2024-04-11 08:29:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.213,270,正常
1105,2024-04-11 08:33:00,2024-04-11 08:33:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.076,30,正常
1106,2024-04-11 09:10:00,2024-04-11 09:10:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.364,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.4，实际=58.0 vs 预测=17.4）
1107,2024-04-11 09:22:00,2024-04-11 09:23:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.904,60,正常
1108,2024-04-11 09:29:00,2024-04-11 09:29:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.699,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.7，实际=57.0 vs 预测=17.0）
1109,2024-04-11 09:45:00,2024-04-11 09:45:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.16,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.2，实际=47.0 vs 预测=17.8）
1110,2024-04-11 09:47:00,2024-04-11 10:01:00,15.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.889,450,正常
1111,2024-04-11 10:05:00,2024-04-11 10:05:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.553,30,正常
1112,2024-04-11 10:09:00,2024-04-11 10:09:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.236,30,正常
1113,2024-04-11 10:15:00,2024-04-11 10:17:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.807,90,正常
1114,2024-04-11 10:40:00,2024-04-11 11:03:00,24.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.519,720,正常
1115,2024-04-11 14:11:00,2024-04-11 14:26:00,16.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,62.772,480,Mahalanobis 距离=62.8（阈值=18.5）。主要贡献特征：PC2 (66.3%); PC3 (32.4%); PC1 (1.3%)。
1116,2024-04-11 15:16:00,2024-04-11 15:18:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.346,90,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=5.3，实际=47.0 vs 预测=41.0）
1117,2024-04-11 15:44:00,2024-04-11 15:44:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.126,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.1，实际=29.0 vs 预测=4.2）
1118,2024-04-11 15:51:00,2024-04-11 15:51:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.689,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=41.0 vs 预测=3.8）
1119,2024-04-11 15:56:00,2024-04-11 15:56:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.124,30,正常
1120,2024-04-11 16:01:00,2024-04-11 16:02:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.275,60,正常
1121,2024-04-11 16:10:00,2024-04-11 16:13:00,4.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.119,120,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=9.1，实际=64.0 vs 预测=0.0）
1122,2024-04-11 16:17:00,2024-04-11 16:22:00,6.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.287,180,正常
1123,2024-04-11 16:26:00,2024-04-11 16:29:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.655,120,正常
1124,2024-04-11 16:38:00,2024-04-11 16:39:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.479,60,正常
1125,2024-04-11 16:46:00,2024-04-11 16:48:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.195,90,正常
1126,2024-04-11 16:54:00,2024-04-11 16:56:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.563,90,正常
1127,2024-04-11 16:59:00,2024-04-11 16:59:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.179,30,正常
1128,2024-04-11 17:01:00,2024-04-11 17:06:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.218,180,正常
1129,2024-04-11 17:17:00,2024-04-11 17:19:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.141,90,正常
1130,2024-04-11 19:20:00,2024-04-11 19:21:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.908,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.9，实际=31.0 vs 预测=0.0）
1131,2024-04-11 19:35:00,2024-04-11 19:37:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.029,90,正常
1132,2024-04-11 19:44:00,2024-04-11 19:50:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,60.298,210,Mahalanobis 距离=60.3（阈值=18.5）。主要贡献特征：PC2 (71.4%); PC3 (26.8%); PC4 (1.4%)。
1133,2024-04-11 19:54:00,2024-04-11 19:54:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.846,30,正常
1134,2024-04-11 20:06:00,2024-04-11 20:06:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.014,30,正常
1135,2024-04-11 20:22:00,2024-04-11 20:24:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.679,90,残差异常：采煤机_截割部位_右滚筒_电机_温度 偏高（残差 Z-score=8.7，实际=58.0 vs 预测=43.0）
1136,2024-04-11 21:10:00,2024-04-11 21:10:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.521,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.5，实际=61.0 vs 预测=17.2）
1137,2024-04-11 21:16:00,2024-04-11 21:16:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.068,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.1，实际=57.0 vs 预测=16.8）
1138,2024-04-11 21:20:00,2024-04-11 21:20:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.288,30,正常
1139,2024-04-11 21:51:00,2024-04-11 21:56:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,55.731,180,Mahalanobis 距离=55.7（阈值=18.5）。主要贡献特征：PC2 (84.9%); PC3 (14.2%)。
1140,2024-04-11 22:05:00,2024-04-11 22:05:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.019,30,正常
1141,2024-04-11 22:12:00,2024-04-11 22:12:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.01,30,正常
1142,2024-04-11 22:14:00,2024-04-11 22:14:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.239,30,正常
1143,2024-04-11 22:25:00,2024-04-11 22:30:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,15.068,180,正常
1144,2024-04-11 22:33:00,2024-04-11 22:33:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.337,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.3，实际=51.0 vs 预测=16.6）
1145,2024-04-11 22:49:00,2024-04-11 22:53:00,5.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.211,150,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=7.2，实际=57.0 vs 预测=11.0）
1146,2024-04-11 23:05:00,2024-04-11 23:05:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.99,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.0，实际=42.0 vs 预测=14.0）
1147,2024-04-11 23:08:00,2024-04-11 23:08:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.51,30,正常
1148,2024-04-11 23:10:00,2024-04-11 23:14:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,49.191,150,Mahalanobis 距离=49.2（阈值=18.5）。主要贡献特征：PC2 (94.8%); PC4 (2.9%); PC3 (1.7%)。
1149,2024-04-11 23:50:00,2024-04-11 23:50:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.135,30,正常
1150,2024-04-11 23:53:00,2024-04-11 23:59:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,59.623,210,Mahalanobis 距离=59.6（阈值=18.5）。主要贡献特征：PC4 (89.9%); PC3 (8.9%); PC2 (1.2%)。
1151,2024-04-12 00:16:00,2024-04-12 00:16:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.134,30,正常
1152,2024-04-12 00:20:00,2024-04-12 00:22:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.749,90,正常
1153,2024-04-12 00:24:00,2024-04-12 00:25:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.872,60,正常
1154,2024-04-12 00:27:00,2024-04-12 00:27:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.74,30,正常
1155,2024-04-12 00:34:00,2024-04-12 00:34:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.088,30,正常
1156,2024-04-12 00:36:00,2024-04-12 00:37:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.116,60,正常
1157,2024-04-12 00:41:00,2024-04-12 00:42:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.442,60,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.4，实际=27.0 vs 预测=0.0）
1158,2024-04-12 00:51:00,2024-04-12 00:52:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.987,60,正常
1159,2024-04-12 00:58:00,2024-04-12 00:58:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.939,30,正常
1160,2024-04-12 01:03:00,2024-04-12 01:03:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.623,30,正常
1161,2024-04-12 01:08:00,2024-04-12 01:08:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.567,30,正常
1162,2024-04-12 01:23:00,2024-04-12 01:23:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.626,30,正常
1163,2024-04-12 01:31:00,2024-04-12 01:31:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.908,30,正常
1164,2024-04-12 01:33:00,2024-04-12 01:34:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.586,60,正常
1165,2024-04-12 01:37:00,2024-04-12 01:37:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.984,30,正常
1166,2024-04-12 01:44:00,2024-04-12 01:44:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.254,30,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=3.3，实际=61.0 vs 预测=49.6）
1167,2024-04-12 01:48:00,2024-04-12 01:49:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.85,60,正常
1168,2024-04-12 01:53:00,2024-04-12 02:00:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,57.814,240,Mahalanobis 距离=57.8（阈值=18.5）。主要贡献特征：PC4 (89.9%); PC3 (9.1%)。
1169,2024-04-12 02:03:00,2024-04-12 02:05:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.414,90,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.4，实际=54.0 vs 预测=16.0）
1170,2024-04-12 02:09:00,2024-04-12 02:14:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.107,180,正常
1171,2024-04-12 02:22:00,2024-04-12 02:22:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.181,30,正常
1172,2024-04-12 02:54:00,2024-04-12 02:56:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.107,90,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.1，实际=51.0 vs 预测=16.8）
1173,2024-04-12 03:17:00,2024-04-12 03:17:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.311,30,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=3.3，实际=64.0 vs 预测=52.4）
1174,2024-04-12 03:31:00,2024-04-12 03:31:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.606,30,残差异常：采煤机_牵引部位_左电机_电流 偏高（残差 Z-score=3.6，实际=155.0 vs 预测=0.0）
1175,2024-04-12 03:36:00,2024-04-12 03:37:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.446,60,正常
1176,2024-04-12 03:40:00,2024-04-12 03:41:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.556,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=7.6，实际=62.0 vs 预测=13.8）
1177,2024-04-12 03:47:00,2024-04-12 03:49:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.199,90,正常
1178,2024-04-12 04:02:00,2024-04-12 04:02:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.278,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.3，实际=60.0 vs 预测=10.2）
1179,2024-04-12 04:19:00,2024-04-12 04:19:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.517,30,正常
1180,2024-04-12 04:23:00,2024-04-12 04:23:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.234,30,正常
1181,2024-04-12 04:31:00,2024-04-12 04:31:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.148,30,正常
1182,2024-04-12 04:33:00,2024-04-12 04:35:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.706,90,正常
1183,2024-04-12 04:40:00,2024-04-12 04:42:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,24.137,90,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=24.1，实际=217.0 vs 预测=16.0）
1184,2024-04-12 04:44:00,2024-04-12 04:46:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.3,90,正常
1185,2024-04-12 04:49:00,2024-04-12 04:50:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.019,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.0，实际=52.0 vs 预测=13.6）
1186,2024-04-12 04:53:00,2024-04-12 04:54:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.015,60,正常
1187,2024-04-12 04:57:00,2024-04-12 04:57:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.526,30,正常
1188,2024-04-12 05:01:00,2024-04-12 05:11:00,11.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.293,330,正常
1189,2024-04-12 05:21:00,2024-04-12 05:22:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.597,60,残差异常：采煤机_牵引部位_右电机_电流 偏高（残差 Z-score=3.6，实际=155.0 vs 预测=0.0）
1190,2024-04-12 05:26:00,2024-04-12 05:26:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.463,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.5，实际=48.0 vs 预测=12.6）
1191,2024-04-12 05:33:00,2024-04-12 05:33:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.784,30,正常
1192,2024-04-12 05:41:00,2024-04-12 05:43:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.982,90,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=7.0，实际=65.0 vs 预测=16.0）
1193,2024-04-12 05:55:00,2024-04-12 05:55:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.088,30,正常
1194,2024-04-12 05:59:00,2024-04-12 05:59:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.176,30,正常
1195,2024-04-12 06:01:00,2024-04-12 06:02:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.562,60,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=3.6，实际=47.0 vs 预测=22.0）
1196,2024-04-12 06:06:00,2024-04-12 06:06:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.137,30,正常
1197,2024-04-12 06:11:00,2024-04-12 06:19:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.609,270,正常
1198,2024-04-12 06:40:00,2024-04-12 06:40:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.805,30,正常
1199,2024-04-12 06:54:00,2024-04-12 06:54:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.04,30,正常
1200,2024-04-12 07:02:00,2024-04-12 07:02:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.869,30,正常
1201,2024-04-12 07:07:00,2024-04-12 07:07:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.123,30,残差异常：采煤机_牵引部位_左电机_温度 偏高（残差 Z-score=5.1，实际=74.0 vs 预测=60.6）
1202,2024-04-12 07:19:00,2024-04-12 07:21:00,3.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.455,90,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.5，实际=52.0 vs 预测=17.2）
1203,2024-04-12 07:25:00,2024-04-12 07:25:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.277,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=7.3，实际=64.0 vs 预测=3.4）
1204,2024-04-12 07:28:00,2024-04-12 07:28:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.107,30,正常
1205,2024-04-12 07:31:00,2024-04-12 07:34:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.024,120,正常
1206,2024-04-12 07:41:00,2024-04-12 07:41:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.968,30,正常
1207,2024-04-12 07:49:00,2024-04-12 07:49:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.082,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.1，实际=56.0 vs 预测=17.2）
1208,2024-04-12 07:51:00,2024-04-12 07:52:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.21,60,正常
1209,2024-04-12 07:57:00,2024-04-12 08:06:00,10.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.522,300,正常
1210,2024-04-12 08:13:00,2024-04-12 08:13:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.246,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.2，实际=191.0 vs 预测=62.8）
1211,2024-04-12 08:31:00,2024-04-12 08:31:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.877,30,正常
1212,2024-04-12 08:34:00,2024-04-12 08:52:00,19.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.24,570,正常
1213,2024-04-12 08:58:00,2024-04-12 09:05:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.766,240,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=7.8，实际=65.0 vs 预测=3.4）
1214,2024-04-12 09:07:00,2024-04-12 09:07:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.606,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.6，实际=28.0 vs 预测=0.0）
1215,2024-04-12 09:11:00,2024-04-12 09:12:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.116,60,残差异常：采煤机_油泵_右电机_温度 偏高（残差 Z-score=4.1，实际=49.0 vs 预测=44.2）
1216,2024-04-12 09:57:00,2024-04-12 10:10:00,14.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.189,420,正常
1217,2024-04-12 12:55:00,2024-04-12 16:51:00,237.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.958,7110,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=13.0，实际=39.0 vs 预测=0.0）
1218,2024-04-12 16:57:00,2024-04-12 16:57:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.771,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.8，实际=29.0 vs 预测=0.0）
1219,2024-04-12 17:17:00,2024-04-12 17:17:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.652,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.7，实际=28.0 vs 预测=5.8）
1220,2024-04-12 17:29:00,2024-04-12 17:29:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.503,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.5，实际=49.0 vs 预测=17.4）
1221,2024-04-12 17:33:00,2024-04-12 17:33:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.117,30,正常
1222,2024-04-12 17:38:00,2024-04-12 17:38:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.515,30,正常
1223,2024-04-12 17:47:00,2024-04-12 17:47:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.557,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.6，实际=56.0 vs 预测=17.0）
1224,2024-04-12 17:49:00,2024-04-12 19:08:00,80.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,60.287,2400,Mahalanobis 距离=60.3（阈值=18.5）。主要贡献特征：PC2 (71.0%); PC3 (28.1%)。
1225,2024-04-12 19:23:00,2024-04-12 19:24:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.982,60,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=7.0，实际=66.0 vs 预测=17.0）
1226,2024-04-12 19:30:00,2024-04-12 19:31:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.711,60,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=3.7，实际=53.0 vs 预测=40.0）
1227,2024-04-12 19:38:00,2024-04-12 19:40:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.425,90,残差异常：采煤机_破碎机_电机_温度 偏高（残差 Z-score=3.4，实际=57.0 vs 预测=45.0）
1228,2024-04-12 20:02:00,2024-04-12 20:06:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,58.004,150,Mahalanobis 距离=58.0（阈值=18.5）。主要贡献特征：PC4 (81.7%); PC3 (13.6%); PC2 (4.6%)。
1229,2024-04-12 20:15:00,2024-04-12 20:15:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.61,30,正常
1230,2024-04-12 20:20:00,2024-04-12 20:20:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.783,30,正常
1231,2024-04-12 20:22:00,2024-04-12 20:22:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.723,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=3.7，实际=48.0 vs 预测=17.0）
1232,2024-04-12 20:52:00,2024-04-12 20:52:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.517,30,正常
1233,2024-04-12 21:01:00,2024-04-12 21:06:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,46.658,180,Mahalanobis 距离=46.7（阈值=18.5）。主要贡献特征：PC2 (95.9%); PC3 (3.5%)。
1234,2024-04-12 21:13:00,2024-04-12 21:14:00,2.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.622,60,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=4.6，实际=76.0 vs 预测=66.0）
1235,2024-04-12 21:16:00,2024-04-12 21:16:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.06,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.1，实际=40.0 vs 预测=21.4）
1236,2024-04-12 21:50:00,2024-04-12 21:50:00,1.0,空载运行,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.816,30,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.8，实际=53.0 vs 预测=19.2）
