事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
792,2024-04-06 23:52:00,2024-04-06 23:53:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,21.985,60,Mahalanobis 距离=22.0（阈值=18.5）。主要贡献特征：PC2 (63.9%); PC3 (27.1%); PC1 (7.9%)。
793,2024-04-06 23:55:00,2024-04-06 23:56:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.631,60,正常
794,2024-04-06 23:58:00,2024-04-06 23:59:00,2.0,割煤低位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.896,60,正常
795,2024-04-07 00:05:00,2024-04-07 00:06:00,2.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1929.722,60,Mahalanobis 距离=1929.7（阈值=18.5）。主要贡献特征：PC2 (67.3%); PC3 (32.6%)。
796,2024-04-07 00:12:00,2024-04-07 00:12:00,1.0,割煤低位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.035,30,正常
797,2024-04-07 00:18:00,2024-04-07 00:18:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.514,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.5，实际=215.0 vs 预测=70.4）
798,2024-04-07 00:32:00,2024-04-07 00:35:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3421.524,120,Mahalanobis 距离=3421.5（阈值=18.5）。主要贡献特征：PC2 (91.4%); PC4 (7.3%); PC3 (1.3%)。
799,2024-04-07 00:37:00,2024-04-07 00:42:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,24.305,180,Mahalanobis 距离=24.3（阈值=18.5）。主要贡献特征：PC2 (58.2%); PC3 (36.6%); PC1 (3.7%)。
800,2024-04-07 00:45:00,2024-04-07 00:48:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.189,120,正常
801,2024-04-07 00:55:00,2024-04-07 00:55:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.978,30,正常
802,2024-04-07 00:58:00,2024-04-07 00:58:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.956,30,正常
803,2024-04-07 01:04:00,2024-04-07 01:06:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.747,90,正常
804,2024-04-07 01:08:00,2024-04-07 01:14:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2918.273,210,Mahalanobis 距离=2918.3（阈值=18.5）。主要贡献特征：PC2 (79.5%); PC3 (20.5%)。
805,2024-04-07 01:40:00,2024-04-07 01:49:00,10.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,836.388,300,Mahalanobis 距离=836.4（阈值=18.5）。主要贡献特征：PC3 (71.2%); PC2 (20.4%); PC4 (8.5%)。
806,2024-04-07 02:16:00,2024-04-07 02:25:00,10.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10.603,300,正常
807,2024-04-07 02:27:00,2024-04-07 02:34:00,8.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.1,240,正常
808,2024-04-07 02:40:00,2024-04-07 02:40:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.231,30,正常
809,2024-04-07 02:50:00,2024-04-07 02:50:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.706,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=52.0 vs 预测=17.2）
810,2024-04-07 02:58:00,2024-04-07 02:58:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.929,30,正常
811,2024-04-07 03:12:00,2024-04-07 03:12:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,9.953,30,正常
812,2024-04-07 03:15:00,2024-04-07 03:15:00,1.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5655.152,30,Mahalanobis 距离=5655.2（阈值=18.5）。主要贡献特征：PC2 (84.8%); PC3 (14.7%)。
813,2024-04-07 03:20:00,2024-04-07 03:21:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7067.04,60,Mahalanobis 距离=7067.0（阈值=18.5）。主要贡献特征：PC2 (88.3%); PC3 (10.7%)。
814,2024-04-07 03:23:00,2024-04-07 03:25:00,3.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2929.051,90,Mahalanobis 距离=2929.1（阈值=18.5）。主要贡献特征：PC2 (80.1%); PC3 (19.7%)。
815,2024-04-07 03:40:00,2024-04-07 03:42:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.097,90,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=4.1，实际=246.0 vs 预测=73.8）
816,2024-04-07 03:51:00,2024-04-07 03:55:00,5.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,20.489,150,Mahalanobis 距离=20.5（阈值=18.5）。主要贡献特征：PC2 (80.7%); PC3 (14.6%); PC4 (3.0%)。
817,2024-04-07 04:04:00,2024-04-07 04:04:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.455,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.5，实际=230.0 vs 预测=92.2）
818,2024-04-07 04:20:00,2024-04-07 04:20:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.925,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.9，实际=46.0 vs 预测=0.0）
819,2024-04-07 04:24:00,2024-04-07 04:27:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2099.138,120,Mahalanobis 距离=2099.1（阈值=18.5）。主要贡献特征：PC2 (57.7%); PC3 (42.1%)。
820,2024-04-07 04:39:00,2024-04-07 04:39:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.922,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.9，实际=46.0 vs 预测=17.0）
821,2024-04-07 04:59:00,2024-04-07 04:59:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3377.652,30,Mahalanobis 距离=3377.7（阈值=18.5）。主要贡献特征：PC2 (78.0%); PC3 (21.1%)。
822,2024-04-07 05:04:00,2024-04-07 05:04:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.39,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=5.4，实际=71.0 vs 预测=11.2）
823,2024-04-07 05:06:00,2024-04-07 05:06:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.48,30,正常
824,2024-04-07 05:11:00,2024-04-07 05:11:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3558.698,30,Mahalanobis 距离=3558.7（阈值=18.5）。主要贡献特征：PC2 (75.7%); PC3 (23.4%)。
825,2024-04-07 05:13:00,2024-04-07 05:13:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2842.204,30,Mahalanobis 距离=2842.2（阈值=18.5）。主要贡献特征：PC2 (76.1%); PC3 (23.0%)。
826,2024-04-07 05:15:00,2024-04-07 05:17:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.614,90,正常
827,2024-04-07 05:19:00,2024-04-07 05:19:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4019.048,30,Mahalanobis 距离=4019.0（阈值=18.5）。主要贡献特征：PC2 (79.7%); PC3 (19.8%)。
828,2024-04-07 05:29:00,2024-04-07 05:29:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.64,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.6，实际=228.0 vs 预测=75.0）
829,2024-04-07 05:32:00,2024-04-07 05:32:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.782,30,正常
830,2024-04-07 05:47:00,2024-04-07 05:47:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.558,30,正常
831,2024-04-07 05:49:00,2024-04-07 05:49:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.679,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=52.0 vs 预测=17.4）
832,2024-04-07 05:55:00,2024-04-07 05:55:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.393,30,正常
833,2024-04-07 05:58:00,2024-04-07 05:59:00,2.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,19.597,60,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=19.6，实际=317.0 vs 预测=5.4）
834,2024-04-07 06:03:00,2024-04-07 06:03:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.93,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.9，实际=57.0 vs 预测=13.4）
835,2024-04-07 06:06:00,2024-04-07 06:06:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.487,30,正常
836,2024-04-07 06:09:00,2024-04-07 06:10:00,2.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.963,60,正常
837,2024-04-07 06:13:00,2024-04-07 06:13:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.016,30,正常
838,2024-04-07 06:17:00,2024-04-07 06:18:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.544,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.5，实际=51.0 vs 预测=17.4）
839,2024-04-07 06:22:00,2024-04-07 06:22:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.089,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=5.1，实际=291.0 vs 预测=88.0）
840,2024-04-07 06:26:00,2024-04-07 06:26:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.409,30,正常
841,2024-04-07 06:31:00,2024-04-07 06:36:00,6.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2032.553,180,Mahalanobis 距离=2032.6（阈值=18.5）。主要贡献特征：PC2 (70.7%); PC3 (29.1%)。
842,2024-04-07 06:41:00,2024-04-07 06:41:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.153,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.2，实际=180.0 vs 预测=70.0）
843,2024-04-07 06:47:00,2024-04-07 06:49:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.232,90,正常
844,2024-04-07 06:59:00,2024-04-07 06:59:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.833,30,正常
845,2024-04-07 07:01:00,2024-04-07 07:01:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.013,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=7.0，实际=89.0 vs 预测=11.2）
846,2024-04-07 07:08:00,2024-04-07 07:08:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5235.957,30,Mahalanobis 距离=5236.0（阈值=18.5）。主要贡献特征：PC2 (83.5%); PC3 (16.4%)。
847,2024-04-07 07:10:00,2024-04-07 07:12:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4008.36,90,Mahalanobis 距离=4008.4（阈值=18.5）。主要贡献特征：PC2 (82.2%); PC3 (17.4%)。
848,2024-04-07 07:17:00,2024-04-07 07:18:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5645.517,60,Mahalanobis 距离=5645.5（阈值=18.5）。主要贡献特征：PC2 (80.6%); PC3 (18.6%)。
849,2024-04-07 07:22:00,2024-04-07 07:22:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2400.051,30,Mahalanobis 距离=2400.1（阈值=18.5）。主要贡献特征：PC2 (72.9%); PC3 (26.9%)。
850,2024-04-07 07:24:00,2024-04-07 07:27:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3794.913,120,Mahalanobis 距离=3794.9（阈值=18.5）。主要贡献特征：PC2 (80.0%); PC3 (19.4%)。
851,2024-04-07 07:31:00,2024-04-07 07:31:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.123,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.1，实际=42.0 vs 预测=5.4）
852,2024-04-07 07:43:00,2024-04-07 07:43:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.326,30,正常
853,2024-04-07 07:46:00,2024-04-07 07:46:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.625,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.6，实际=52.0 vs 预测=17.8）
854,2024-04-07 08:01:00,2024-04-07 08:01:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.779,30,正常
855,2024-04-07 08:13:00,2024-04-07 08:13:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.985,30,正常
856,2024-04-07 08:21:00,2024-04-07 08:24:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1668.813,120,Mahalanobis 距离=1668.8（阈值=18.5）。主要贡献特征：PC2 (68.9%); PC3 (30.9%)。
857,2024-04-07 08:34:00,2024-04-07 08:37:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2515.759,120,Mahalanobis 距离=2515.8（阈值=18.5）。主要贡献特征：PC2 (92.6%); PC4 (5.1%); PC3 (2.3%)。
858,2024-04-07 08:47:00,2024-04-07 08:47:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.555,30,正常
859,2024-04-07 08:52:00,2024-04-07 08:57:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3330.403,180,Mahalanobis 距离=3330.4（阈值=18.5）。主要贡献特征：PC2 (78.5%); PC3 (21.1%)。
860,2024-04-07 09:12:00,2024-04-07 09:12:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.734,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.7，实际=60.0 vs 预测=17.6）
861,2024-04-07 09:23:00,2024-04-07 09:23:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.094,30,正常
862,2024-04-07 09:28:00,2024-04-07 09:28:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.326,30,单变量异常：采煤机_油泵_左电机_电流（z-score=5.3，实际=53.0，均值=18.3±6.5）
863,2024-04-07 09:31:00,2024-04-07 09:33:00,3.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.343,90,正常
864,2024-04-07 09:43:00,2024-04-07 09:44:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2796.033,60,Mahalanobis 距离=2796.0（阈值=18.5）。主要贡献特征：PC2 (75.9%); PC3 (24.1%)。
865,2024-04-07 09:49:00,2024-04-07 09:54:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3638.108,180,Mahalanobis 距离=3638.1（阈值=18.5）。主要贡献特征：PC2 (84.7%); PC3 (15.0%)。
866,2024-04-07 10:31:00,2024-04-07 10:41:00,11.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1570.954,330,Mahalanobis 距离=1571.0（阈值=18.5）。主要贡献特征：PC3 (61.5%); PC2 (21.7%); PC4 (16.7%)。
867,2024-04-07 14:53:00,2024-04-07 14:57:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2647.784,150,Mahalanobis 距离=2647.8（阈值=18.5）。主要贡献特征：PC2 (89.4%); PC4 (10.3%)。
868,2024-04-07 15:27:00,2024-04-07 15:35:00,9.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3069.85,270,Mahalanobis 距离=3069.9（阈值=18.5）。主要贡献特征：PC2 (80.4%); PC3 (19.5%)。
869,2024-04-07 15:38:00,2024-04-07 15:55:00,18.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3926.013,540,Mahalanobis 距离=3926.0（阈值=18.5）。主要贡献特征：PC2 (79.2%); PC3 (20.4%)。
870,2024-04-07 15:57:00,2024-04-07 16:11:00,15.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,26.493,450,Mahalanobis 距离=26.5（阈值=18.5）。主要贡献特征：PC2 (67.1%); PC3 (29.9%); PC4 (1.7%)。
871,2024-04-07 16:16:00,2024-04-07 16:20:00,5.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.908,150,正常
872,2024-04-07 16:22:00,2024-04-07 16:22:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.416,30,正常
873,2024-04-07 16:46:00,2024-04-07 16:46:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.515,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.5，实际=39.0 vs 预测=0.0）
874,2024-04-07 16:51:00,2024-04-07 16:51:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.84,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.8，实际=45.0 vs 预测=0.0）
875,2024-04-07 16:57:00,2024-04-07 16:57:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.343,30,正常
876,2024-04-07 16:59:00,2024-04-07 16:59:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.414,30,正常
877,2024-04-07 17:09:00,2024-04-07 17:11:00,3.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2540.566,90,Mahalanobis 距离=2540.6（阈值=18.5）。主要贡献特征：PC2 (63.9%); PC3 (36.0%)。
878,2024-04-07 17:13:00,2024-04-07 17:13:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.036,30,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=4.0，实际=72.0 vs 预测=53.4）
879,2024-04-07 17:22:00,2024-04-07 17:25:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6104.993,120,Mahalanobis 距离=6105.0（阈值=18.5）。主要贡献特征：PC2 (84.8%); PC3 (14.7%)。
880,2024-04-07 17:32:00,2024-04-07 17:38:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5595.815,210,Mahalanobis 距离=5595.8（阈值=18.5）。主要贡献特征：PC2 (90.3%); PC3 (9.7%)。
881,2024-04-07 17:41:00,2024-04-07 17:41:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.023,30,正常
882,2024-04-07 17:47:00,2024-04-07 17:47:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.446,30,正常
883,2024-04-07 17:49:00,2024-04-07 17:49:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.393,30,正常
884,2024-04-07 17:52:00,2024-04-07 17:52:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.504,30,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=3.5，实际=52.0 vs 预测=44.6）
885,2024-04-07 17:55:00,2024-04-07 17:55:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.314,30,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=3.3，实际=54.0 vs 预测=47.0）
886,2024-04-07 18:00:00,2024-04-07 18:00:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.326,30,正常
887,2024-04-07 18:07:00,2024-04-07 18:07:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.597,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.6，实际=58.0 vs 预测=17.0）
888,2024-04-07 18:10:00,2024-04-07 18:10:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.02,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=5.0，实际=281.0 vs 预测=70.0）
889,2024-04-07 18:25:00,2024-04-07 18:26:00,2.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1835.242,60,Mahalanobis 距离=1835.2（阈值=18.5）。主要贡献特征：PC2 (61.2%); PC3 (38.6%)。
890,2024-04-07 18:34:00,2024-04-07 18:34:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.39,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=5.4，实际=301.0 vs 预测=79.2）
891,2024-04-07 18:36:00,2024-04-07 18:36:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.517,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.5，实际=51.0 vs 预测=17.6）
892,2024-04-07 18:41:00,2024-04-07 18:41:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.269,30,正常
893,2024-04-07 18:43:00,2024-04-07 18:46:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.783,120,单变量异常：采煤机_油泵_左电机_电流（z-score=7.8，实际=69.0，均值=18.3±6.5）
894,2024-04-07 18:49:00,2024-04-07 18:49:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6692.305,30,Mahalanobis 距离=6692.3（阈值=18.5）。主要贡献特征：PC2 (72.4%); PC3 (25.9%); PC4 (1.6%)。
895,2024-04-07 18:52:00,2024-04-07 18:58:00,7.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3767.576,210,Mahalanobis 距离=3767.6（阈值=18.5）。主要贡献特征：PC2 (68.6%); PC3 (30.7%)。
896,2024-04-07 19:08:00,2024-04-07 19:12:00,5.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.229,150,正常
897,2024-04-07 19:15:00,2024-04-07 19:15:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.925,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.9，实际=46.0 vs 预测=0.0）
898,2024-04-07 19:19:00,2024-04-07 19:20:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.15,60,正常
899,2024-04-07 19:29:00,2024-04-07 19:29:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.554,30,正常
900,2024-04-07 19:39:00,2024-04-07 19:39:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.05,30,正常
901,2024-04-07 19:47:00,2024-04-07 19:50:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5753.475,120,Mahalanobis 距离=5753.5（阈值=18.5）。主要贡献特征：PC2 (85.2%); PC3 (14.4%)。
902,2024-04-07 19:54:00,2024-04-07 19:59:00,6.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4194.95,180,Mahalanobis 距离=4194.9（阈值=18.5）。主要贡献特征：PC2 (84.6%); PC3 (15.0%)。
903,2024-04-07 20:02:00,2024-04-07 20:04:00,3.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,20.386,90,Mahalanobis 距离=20.4（阈值=18.5）。主要贡献特征：PC2 (58.3%); PC3 (34.3%); PC1 (6.9%)。
904,2024-04-07 20:07:00,2024-04-07 20:11:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2772.951,150,Mahalanobis 距离=2773.0（阈值=18.5）。主要贡献特征：PC2 (72.1%); PC3 (27.0%)。
905,2024-04-07 20:16:00,2024-04-07 20:18:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.11,90,正常
906,2024-04-07 20:21:00,2024-04-07 20:22:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3394.386,60,Mahalanobis 距离=3394.4（阈值=18.5）。主要贡献特征：PC2 (74.5%); PC3 (24.8%)。
907,2024-04-07 20:24:00,2024-04-07 20:26:00,3.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.473,90,单变量异常：采煤机_油泵_左电机_电流（z-score=5.5，实际=64.0，均值=18.2±8.4）
908,2024-04-07 20:30:00,2024-04-07 20:30:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.418,30,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=3.4，实际=54.0 vs 预测=48.8）
909,2024-04-07 20:37:00,2024-04-07 20:38:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.05,60,正常
910,2024-04-07 20:43:00,2024-04-07 20:46:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4892.179,120,Mahalanobis 距离=4892.2（阈值=18.5）。主要贡献特征：PC2 (80.3%); PC3 (19.3%)。
911,2024-04-07 21:09:00,2024-04-07 21:09:00,1.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,12.257,30,正常
912,2024-04-07 21:11:00,2024-04-07 21:11:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.7,30,正常
913,2024-04-07 21:54:00,2024-04-07 21:55:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.953,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.0，实际=54.0 vs 预测=17.0）
914,2024-04-07 21:57:00,2024-04-07 21:57:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.101,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.1，实际=45.0 vs 预测=10.6）
915,2024-04-07 22:04:00,2024-04-07 22:04:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.758,30,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=3.8，实际=82.0 vs 预测=71.2）
916,2024-04-07 22:06:00,2024-04-07 22:13:00,8.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.74,240,正常
917,2024-04-07 22:17:00,2024-04-07 22:17:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.798,30,正常
