事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
0,2024-04-01 00:52:00,2024-04-01 00:55:00,4.0,待机,单变量IQR+3σ; 残差,3.469,54,残差异常：采煤机_截割部位_左滚筒_电机_温度 偏高（残差 Z-score=3.5，实际=62.0 vs 预测=53.0）
1,2024-04-01 00:58:00,2024-04-01 00:59:00,2.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ,1.408,32,正常
2,2024-04-01 01:01:00,2024-04-01 01:04:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ,2070.597,64,Mahalanobis 距离=2070.6（阈值=18.5）。主要贡献特征：PC2 (69.4%); PC3 (30.4%)。
3,2024-04-01 01:38:00,2024-04-01 01:38:00,1.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.281,30,正常
4,2024-04-01 04:37:00,2024-04-01 04:43:00,7.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.101,154,正常
5,2024-04-01 04:45:00,2024-04-01 04:50:00,6.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.585,152,正常
6,2024-04-01 04:52:00,2024-04-01 04:52:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.575,30,正常
7,2024-04-01 04:54:00,2024-04-01 04:59:00,6.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.31,180,正常
8,2024-04-01 05:01:00,2024-04-01 05:01:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.466,30,正常
9,2024-04-01 05:03:00,2024-04-01 05:04:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.374,60,正常
10,2024-04-01 05:19:00,2024-04-01 05:19:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.247,30,正常
11,2024-04-01 05:21:00,2024-04-01 05:21:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.597,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.6，实际=44.0 vs 预测=17.4）
12,2024-04-01 05:24:00,2024-04-01 05:24:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.716,30,正常
13,2024-04-01 05:29:00,2024-04-01 05:29:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.159,30,正常
14,2024-04-01 05:37:00,2024-04-01 05:37:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.796,30,正常
15,2024-04-01 05:40:00,2024-04-01 05:40:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.92,30,正常
16,2024-04-01 05:42:00,2024-04-01 05:42:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.226,30,正常
17,2024-04-01 05:44:00,2024-04-01 05:44:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.979,30,正常
18,2024-04-01 05:51:00,2024-04-01 05:51:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.096,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.1，实际=48.0 vs 预测=0.0）
19,2024-04-01 05:53:00,2024-04-01 05:53:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.03,30,正常
20,2024-04-01 06:09:00,2024-04-01 06:09:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.767,30,正常
21,2024-04-01 06:18:00,2024-04-01 06:18:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.714,30,正常
22,2024-04-01 06:20:00,2024-04-01 06:20:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.607,30,正常
23,2024-04-01 06:24:00,2024-04-01 06:25:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.588,60,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=6.6，实际=91.0 vs 预测=13.8）
24,2024-04-01 06:27:00,2024-04-01 06:29:00,3.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.54,90,正常
25,2024-04-01 06:32:00,2024-04-01 06:32:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.574,30,正常
26,2024-04-01 06:40:00,2024-04-01 06:40:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.597,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.6，实际=58.0 vs 预测=17.0）
27,2024-04-01 06:42:00,2024-04-01 06:45:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2715.376,108,Mahalanobis 距离=2715.4（阈值=18.5）。主要贡献特征：PC2 (76.6%); PC3 (23.2%)。
28,2024-04-01 06:53:00,2024-04-01 06:55:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.614,90,正常
29,2024-04-01 07:06:00,2024-04-01 07:06:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.597,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.6，实际=58.0 vs 预测=17.0）
30,2024-04-01 07:09:00,2024-04-01 07:12:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2283.88,120,Mahalanobis 距离=2283.9（阈值=18.5）。主要贡献特征：PC2 (76.0%); PC3 (23.9%)。
31,2024-04-01 07:24:00,2024-04-01 07:25:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.802,60,正常
32,2024-04-01 07:27:00,2024-04-01 07:30:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1341.861,120,Mahalanobis 距离=1341.9（阈值=18.5）。主要贡献特征：PC2 (69.9%); PC3 (29.3%)。
33,2024-04-01 07:34:00,2024-04-01 07:35:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.85,60,正常
34,2024-04-01 07:37:00,2024-04-01 07:40:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1408.791,120,Mahalanobis 距离=1408.8（阈值=18.5）。主要贡献特征：PC3 (71.7%); PC2 (26.3%); PC4 (2.0%)。
35,2024-04-01 07:42:00,2024-04-01 07:45:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.023,120,正常
36,2024-04-01 07:47:00,2024-04-01 07:56:00,10.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2110.81,300,Mahalanobis 距离=2110.8（阈值=18.5）。主要贡献特征：PC3 (72.4%); PC2 (27.4%)。
37,2024-04-01 07:59:00,2024-04-01 08:03:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2168.246,150,Mahalanobis 距离=2168.2（阈值=18.5）。主要贡献特征：PC3 (72.3%); PC2 (27.4%)。
38,2024-04-01 08:05:00,2024-04-01 08:07:00,3.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1486.936,90,Mahalanobis 距离=1486.9（阈值=18.5）。主要贡献特征：PC2 (63.0%); PC3 (36.9%)。
39,2024-04-01 08:16:00,2024-04-01 08:27:00,12.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.016,360,正常
40,2024-04-01 08:29:00,2024-04-01 09:04:00,36.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2781.712,1080,Mahalanobis 距离=2781.7（阈值=18.5）。主要贡献特征：PC2 (77.1%); PC4 (16.6%); PC3 (6.3%)。
41,2024-04-01 09:09:00,2024-04-01 09:09:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.168,30,正常
42,2024-04-01 09:11:00,2024-04-01 09:14:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.375,120,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=4.4，实际=238.0 vs 预测=85.4）
43,2024-04-01 09:16:00,2024-04-01 09:19:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5961.438,120,Mahalanobis 距离=5961.4（阈值=18.5）。主要贡献特征：PC2 (82.3%); PC3 (17.5%)。
44,2024-04-01 09:21:00,2024-04-01 09:25:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,21424.659,150,Mahalanobis 距离=21424.7（阈值=18.5）。主要贡献特征：PC2 (96.7%); PC3 (3.3%)。
45,2024-04-01 11:24:00,2024-04-01 11:34:00,11.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1807.926,330,Mahalanobis 距离=1807.9（阈值=18.5）。主要贡献特征：PC2 (67.1%); PC3 (31.5%); PC4 (1.4%)。
46,2024-04-01 11:40:00,2024-04-01 11:45:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2893.222,180,Mahalanobis 距离=2893.2（阈值=18.5）。主要贡献特征：PC2 (77.6%); PC3 (22.3%)。
47,2024-04-01 13:36:00,2024-04-01 13:42:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10768.17,210,Mahalanobis 距离=10768.2（阈值=18.5）。主要贡献特征：PC4 (52.6%); PC3 (33.8%); PC2 (13.6%)。
48,2024-04-01 13:58:00,2024-04-01 13:58:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.377,30,正常
49,2024-04-01 14:09:00,2024-04-01 14:09:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.837,30,正常
50,2024-04-01 14:12:00,2024-04-01 14:13:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,20.254,60,Mahalanobis 距离=20.3（阈值=18.5）。主要贡献特征：PC2 (77.2%); PC1 (13.3%); PC3 (9.5%)。
51,2024-04-01 15:08:00,2024-04-01 15:18:00,11.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2951.762,330,Mahalanobis 距离=2951.8（阈值=18.5）。主要贡献特征：PC2 (78.3%); PC3 (21.4%)。
52,2024-04-01 15:39:00,2024-04-01 15:49:00,11.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3870.883,330,Mahalanobis 距离=3870.9（阈值=18.5）。主要贡献特征：PC2 (80.9%); PC3 (19.0%)。
53,2024-04-01 15:51:00,2024-04-01 15:56:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3139.514,180,Mahalanobis 距离=3139.5（阈值=18.5）。主要贡献特征：PC2 (72.7%); PC3 (26.5%)。
54,2024-04-01 15:58:00,2024-04-01 16:08:00,11.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2630.777,330,Mahalanobis 距离=2630.8（阈值=18.5）。主要贡献特征：PC2 (80.6%); PC3 (19.1%)。
55,2024-04-01 16:17:00,2024-04-01 16:17:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.791,30,正常
56,2024-04-01 16:19:00,2024-04-01 16:19:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.525,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.5，实际=61.0 vs 预测=10.8）
57,2024-04-01 16:21:00,2024-04-01 16:21:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.284,30,正常
58,2024-04-01 16:30:00,2024-04-01 16:30:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.489,30,正常
59,2024-04-01 16:40:00,2024-04-01 16:40:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.196,30,正常
60,2024-04-01 16:44:00,2024-04-01 16:44:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.997,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=4.0，实际=264.0 vs 预测=96.0）
61,2024-04-01 16:46:00,2024-04-01 16:49:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3589.523,120,Mahalanobis 距离=3589.5（阈值=18.5）。主要贡献特征：PC2 (59.1%); PC3 (30.5%); PC4 (10.3%)。
62,2024-04-01 16:55:00,2024-04-01 16:58:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.697,120,正常
63,2024-04-01 17:12:00,2024-04-01 17:14:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.388,90,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.4，实际=242.0 vs 预测=99.6）
64,2024-04-01 17:31:00,2024-04-01 17:37:00,7.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1151.078,210,Mahalanobis 距离=1151.1（阈值=18.5）。主要贡献特征：PC2 (55.9%); PC3 (44.1%)。
65,2024-04-01 17:52:00,2024-04-01 17:55:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.934,120,正常
66,2024-04-01 18:00:00,2024-04-01 18:02:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.633,90,正常
67,2024-04-01 18:21:00,2024-04-01 18:21:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.326,30,正常
68,2024-04-01 18:27:00,2024-04-01 18:27:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.831,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.8，实际=226.0 vs 预测=73.2）
69,2024-04-01 18:45:00,2024-04-01 18:48:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.859,120,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=5.9，实际=65.0 vs 预测=0.0）
70,2024-04-01 18:50:00,2024-04-01 18:51:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7622.155,60,Mahalanobis 距离=7622.2（阈值=18.5）。主要贡献特征：PC2 (85.5%); PC3 (14.2%)。
71,2024-04-01 18:55:00,2024-04-01 18:58:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2432.756,120,Mahalanobis 距离=2432.8（阈值=18.5）。主要贡献特征：PC2 (70.8%); PC3 (28.9%)。
72,2024-04-01 19:09:00,2024-04-01 19:12:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3728.503,120,Mahalanobis 距离=3728.5（阈值=18.5）。主要贡献特征：PC2 (83.5%); PC3 (16.4%)。
73,2024-04-01 19:18:00,2024-04-01 19:21:00,4.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.489,120,正常
74,2024-04-01 19:26:00,2024-04-01 19:26:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.558,30,正常
75,2024-04-01 19:28:00,2024-04-01 19:28:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.772,30,正常
76,2024-04-01 19:30:00,2024-04-01 19:30:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.222,30,正常
77,2024-04-01 19:33:00,2024-04-01 19:33:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.197,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=4.2，实际=242.0 vs 预测=74.6）
78,2024-04-01 19:42:00,2024-04-01 19:44:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.892,90,正常
79,2024-04-01 19:47:00,2024-04-01 19:49:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.285,90,正常
80,2024-04-01 19:54:00,2024-04-01 19:58:00,5.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.188,150,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.2，实际=209.0 vs 预测=75.0）
81,2024-04-01 20:03:00,2024-04-01 20:06:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3337.818,120,Mahalanobis 距离=3337.8（阈值=18.5）。主要贡献特征：PC2 (86.3%); PC3 (10.8%); PC4 (2.9%)。
82,2024-04-01 20:10:00,2024-04-01 20:13:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1851.71,120,Mahalanobis 距离=1851.7（阈值=18.5）。主要贡献特征：PC2 (71.2%); PC3 (27.4%); PC4 (1.4%)。
83,2024-04-01 20:21:00,2024-04-01 20:23:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,13.124,90,正常
84,2024-04-01 20:25:00,2024-04-01 20:25:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.155,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.2，实际=41.0 vs 预测=6.0）
85,2024-04-01 20:27:00,2024-04-01 20:27:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.816,30,正常
86,2024-04-01 20:44:00,2024-04-01 20:44:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.894,30,正常
87,2024-04-01 20:46:00,2024-04-01 20:46:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.219,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.2，实际=48.0 vs 预测=16.8）
88,2024-04-01 20:51:00,2024-04-01 20:52:00,2.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2128.495,60,Mahalanobis 距离=2128.5（阈值=18.5）。主要贡献特征：PC2 (68.8%); PC3 (30.9%)。
89,2024-04-01 21:10:00,2024-04-01 21:11:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.854,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.9，实际=59.0 vs 预测=16.4）
90,2024-04-01 21:21:00,2024-04-01 21:24:00,4.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2947.72,120,Mahalanobis 距离=2947.7（阈值=18.5）。主要贡献特征：PC2 (78.6%); PC3 (21.2%)。
91,2024-04-01 21:26:00,2024-04-01 21:26:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.828,30,正常
92,2024-04-01 21:36:00,2024-04-01 21:39:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3077.738,120,Mahalanobis 距离=3077.7（阈值=18.5）。主要贡献特征：PC2 (79.7%); PC3 (20.0%)。
93,2024-04-01 22:00:00,2024-04-01 22:01:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,14.075,60,正常
94,2024-04-01 22:19:00,2024-04-01 22:19:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.155,30,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=3.2，实际=54.0 vs 预测=49.2）
95,2024-04-01 22:27:00,2024-04-01 22:32:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4623.892,180,Mahalanobis 距离=4623.9（阈值=18.5）。主要贡献特征：PC2 (77.7%); PC3 (22.2%)。
96,2024-04-01 22:38:00,2024-04-01 22:39:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3216.524,60,Mahalanobis 距离=3216.5（阈值=18.5）。主要贡献特征：PC2 (74.6%); PC3 (25.0%)。
97,2024-04-01 22:57:00,2024-04-01 22:57:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.146,30,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.1，实际=46.0 vs 预测=0.0）
98,2024-04-01 23:00:00,2024-04-01 23:03:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.791,120,正常
99,2024-04-01 23:08:00,2024-04-01 23:10:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.565,90,正常
100,2024-04-01 23:18:00,2024-04-01 23:21:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.044,120,正常
101,2024-04-01 23:25:00,2024-04-01 23:25:00,1.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1513.544,30,Mahalanobis 距离=1513.5（阈值=18.5）。主要贡献特征：PC2 (61.5%); PC3 (38.4%)。
102,2024-04-01 23:27:00,2024-04-01 23:30:00,4.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.645,120,正常
103,2024-04-01 23:33:00,2024-04-01 23:33:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3624.629,30,Mahalanobis 距离=3624.6（阈值=18.5）。主要贡献特征：PC2 (75.2%); PC3 (24.3%)。
104,2024-04-01 23:36:00,2024-04-01 23:36:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.126,30,正常
105,2024-04-01 23:38:00,2024-04-01 23:48:00,11.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7184.673,330,Mahalanobis 距离=7184.7（阈值=18.5）。主要贡献特征：PC2 (56.4%); PC3 (35.2%); PC4 (8.3%)。
106,2024-04-01 23:50:00,2024-04-01 23:50:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.728,30,正常
107,2024-04-01 23:57:00,2024-04-02 00:00:00,4.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.291,120,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=5.3，实际=62.0 vs 预测=0.0）
108,2024-04-02 00:04:00,2024-04-02 00:04:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.923,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.9，实际=60.0 vs 预测=16.2）
109,2024-04-02 00:06:00,2024-04-02 00:06:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.97,30,正常
110,2024-04-02 00:12:00,2024-04-02 00:13:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.052,60,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.1，实际=48.0 vs 预测=16.6）
111,2024-04-02 00:16:00,2024-04-02 00:17:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.326,60,单变量异常：采煤机_油泵_左电机_电流（z-score=5.3，实际=53.0，均值=18.3±6.5）
112,2024-04-02 00:25:00,2024-04-02 00:27:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.807,90,正常
113,2024-04-02 00:37:00,2024-04-02 00:37:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.395,30,正常
114,2024-04-02 00:41:00,2024-04-02 00:41:00,1.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7733.209,30,Mahalanobis 距离=7733.2（阈值=18.5）。主要贡献特征：PC2 (89.5%); PC3 (10.0%)。
115,2024-04-02 00:45:00,2024-04-02 00:46:00,2.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.081,60,正常
116,2024-04-02 00:50:00,2024-04-02 00:52:00,3.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7901.384,90,Mahalanobis 距离=7901.4（阈值=18.5）。主要贡献特征：PC2 (89.4%); PC3 (10.3%)。
117,2024-04-02 00:54:00,2024-04-02 01:03:00,10.0,待机-高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2027.421,300,Mahalanobis 距离=2027.4（阈值=18.5）。主要贡献特征：PC2 (70.6%); PC3 (29.2%)。
118,2024-04-02 01:05:00,2024-04-02 01:11:00,7.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.321,210,正常
119,2024-04-02 01:15:00,2024-04-02 01:18:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2432.228,120,Mahalanobis 距离=2432.2（阈值=18.5）。主要贡献特征：PC2 (80.6%); PC3 (18.5%)。
120,2024-04-02 01:25:00,2024-04-02 01:25:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.375,30,正常
121,2024-04-02 01:30:00,2024-04-02 01:30:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4098.443,30,Mahalanobis 距离=4098.4（阈值=18.5）。主要贡献特征：PC2 (79.8%); PC3 (20.1%)。
122,2024-04-02 01:32:00,2024-04-02 01:33:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.477,60,正常
123,2024-04-02 01:35:00,2024-04-02 01:37:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.264,90,正常
124,2024-04-02 01:39:00,2024-04-02 01:39:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.196,30,正常
125,2024-04-02 01:41:00,2024-04-02 01:44:00,4.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.579,120,正常
126,2024-04-02 01:56:00,2024-04-02 01:58:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.285,90,正常
127,2024-04-02 02:00:00,2024-04-02 02:00:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.303,30,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.3，实际=195.0 vs 预测=79.8）
128,2024-04-02 02:03:00,2024-04-02 02:03:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.535,30,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.5，实际=51.0 vs 预测=16.6）
129,2024-04-02 02:05:00,2024-04-02 02:07:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.908,90,正常
130,2024-04-02 02:19:00,2024-04-02 02:19:00,1.0,割煤高位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.003,30,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.0，实际=215.0 vs 预测=95.2）
131,2024-04-02 02:30:00,2024-04-02 02:31:00,2.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.911,60,正常
132,2024-04-02 02:33:00,2024-04-02 02:33:00,1.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.514,30,正常
133,2024-04-02 02:46:00,2024-04-02 02:46:00,1.0,调架中,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.404,30,正常
134,2024-04-02 02:52:00,2024-04-02 02:54:00,3.0,割煤中位,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.07,90,正常
