事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
0,2024-04-01 00:12:00,2024-04-01 00:53:00,42.0,停机,单变量IQR+3σ; 残差,0.297,900,正常
1,2024-04-01 00:55:00,2024-04-01 01:38:00,44.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2254.775,1440,Mahalanobis 距离=2254.8（阈值=18.5）。主要贡献特征：PC2 (72.6%); PC3 (26.9%)。
2,2024-04-01 04:37:00,2024-04-01 05:00:00,24.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.745,816,单变量异常：采煤机_油泵_右电机_电流（z-score=6.7，实际=63.0，均值=18.3±6.6）
3,2024-04-01 05:09:00,2024-04-01 05:09:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.623,34,残差异常：采煤机_牵引部位_左电机_电流 偏高（残差 Z-score=3.6，实际=208.0 vs 预测=40.6）
4,2024-04-01 05:15:00,2024-04-01 05:17:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.93,102,正常
5,2024-04-01 05:19:00,2024-04-01 05:19:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.016,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.0，实际=61.0 vs 预测=17.0）
6,2024-04-01 05:21:00,2024-04-01 05:21:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.048,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.0，实际=44.0 vs 预测=17.8）
7,2024-04-01 05:24:00,2024-04-01 05:24:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.292,34,正常
8,2024-04-01 05:29:00,2024-04-01 05:29:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4484.627,34,Mahalanobis 距离=4484.6（阈值=18.5）。主要贡献特征：PC2 (84.8%); PC3 (14.9%)。
9,2024-04-01 05:37:00,2024-04-01 05:40:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.047,136,正常
10,2024-04-01 05:44:00,2024-04-01 05:44:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.22,34,正常
11,2024-04-01 05:51:00,2024-04-01 05:51:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.301,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.3，实际=48.0 vs 预测=0.0）
12,2024-04-01 06:08:00,2024-04-01 06:09:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.936,68,正常
13,2024-04-01 06:20:00,2024-04-01 06:22:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.079,102,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=7.1，实际=98.0 vs 预测=19.0）
14,2024-04-01 06:24:00,2024-04-01 06:25:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.991,68,正常
15,2024-04-01 06:27:00,2024-04-01 06:28:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.25,68,正常
16,2024-04-01 06:32:00,2024-04-01 06:32:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.519,34,正常
17,2024-04-01 06:40:00,2024-04-01 06:40:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.335,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.3，实际=58.0 vs 预测=17.0）
18,2024-04-01 06:42:00,2024-04-01 06:55:00,14.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2413.127,476,Mahalanobis 距离=2413.1（阈值=18.5）。主要贡献特征：PC2 (76.6%); PC3 (23.1%)。
19,2024-04-01 07:06:00,2024-04-01 07:06:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.335,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.3，实际=58.0 vs 预测=17.0）
20,2024-04-01 07:09:00,2024-04-01 07:18:00,10.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2039.2,340,Mahalanobis 距离=2039.2（阈值=18.5）。主要贡献特征：PC2 (76.1%); PC3 (23.9%)。
21,2024-04-01 07:24:00,2024-04-01 07:30:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1184.869,238,Mahalanobis 距离=1184.9（阈值=18.5）。主要贡献特征：PC2 (69.8%); PC3 (29.2%)。
22,2024-04-01 07:34:00,2024-04-01 08:26:00,53.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1930.351,1802,Mahalanobis 距离=1930.4（阈值=18.5）。主要贡献特征：PC3 (72.2%); PC2 (27.4%)。
23,2024-04-01 08:30:00,2024-04-01 08:59:00,30.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2309.016,1020,Mahalanobis 距离=2309.0（阈值=18.5）。主要贡献特征：PC2 (56.7%); PC3 (42.5%)。
24,2024-04-01 09:04:00,2024-04-01 09:04:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.567,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.6，实际=50.0 vs 预测=16.6）
25,2024-04-01 09:14:00,2024-04-01 09:14:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.915,34,正常
26,2024-04-01 09:16:00,2024-04-01 09:25:00,10.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,19029.259,340,Mahalanobis 距离=19029.3（阈值=18.5）。主要贡献特征：PC2 (96.6%); PC3 (3.3%)。
27,2024-04-01 11:22:00,2024-04-01 11:22:00,1.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.559,34,正常
28,2024-04-01 11:24:00,2024-04-01 11:34:00,11.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1607.36,374,Mahalanobis 距离=1607.4（阈值=18.5）。主要贡献特征：PC2 (72.0%); PC3 (27.7%)。
29,2024-04-01 11:36:00,2024-04-01 11:43:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2584.794,272,Mahalanobis 距离=2584.8（阈值=18.5）。主要贡献特征：PC2 (77.7%); PC3 (22.3%)。
30,2024-04-01 11:45:00,2024-04-01 11:46:00,2.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,19.183,68,Mahalanobis 距离=19.2（阈值=18.5）。主要贡献特征：PC3 (73.5%); PC2 (12.5%); PC1 (10.5%)。
31,2024-04-01 12:00:00,2024-04-01 13:41:00,102.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10740.909,3468,Mahalanobis 距离=10740.9（阈值=18.5）。主要贡献特征：PC4 (55.7%); PC3 (31.2%); PC2 (13.0%)。
32,2024-04-01 13:58:00,2024-04-01 13:58:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.657,34,正常
33,2024-04-01 14:09:00,2024-04-01 14:09:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.659,34,正常
34,2024-04-01 14:12:00,2024-04-01 14:16:00,5.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,20.052,170,Mahalanobis 距离=20.1（阈值=18.5）。主要贡献特征：PC2 (79.2%); PC1 (14.4%); PC3 (6.1%)。
35,2024-04-01 15:07:00,2024-04-01 15:18:00,12.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2620.392,408,Mahalanobis 距离=2620.4（阈值=18.5）。主要贡献特征：PC2 (78.3%); PC3 (21.3%)。
36,2024-04-01 15:39:00,2024-04-01 16:08:00,30.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3894.74,1020,Mahalanobis 距离=3894.7（阈值=18.5）。主要贡献特征：PC2 (80.6%); PC3 (19.3%)。
37,2024-04-01 16:17:00,2024-04-01 16:17:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.855,34,正常
38,2024-04-01 16:19:00,2024-04-01 16:20:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.846,68,正常
39,2024-04-01 16:30:00,2024-04-01 16:30:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.92,34,正常
40,2024-04-01 16:40:00,2024-04-01 16:40:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.952,34,正常
41,2024-04-01 16:44:00,2024-04-01 16:44:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.204,34,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.2，实际=264.0 vs 预测=74.2）
42,2024-04-01 16:46:00,2024-04-01 16:49:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3406.932,136,Mahalanobis 距离=3406.9（阈值=18.5）。主要贡献特征：PC2 (57.9%); PC3 (29.8%); PC4 (12.3%)。
43,2024-04-01 16:55:00,2024-04-01 16:58:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.508,136,正常
44,2024-04-01 17:06:00,2024-04-01 17:09:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.512,136,正常
45,2024-04-01 17:34:00,2024-04-01 17:37:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1676.379,136,Mahalanobis 距离=1676.4（阈值=18.5）。主要贡献特征：PC2 (60.0%); PC3 (39.9%)。
46,2024-04-01 17:51:00,2024-04-01 17:54:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.506,136,正常
47,2024-04-01 17:56:00,2024-04-01 17:56:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.272,34,残差异常：采煤机_油泵_右电机_温度 偏高（残差 Z-score=3.3，实际=47.0 vs 预测=42.8）
48,2024-04-01 17:59:00,2024-04-01 18:00:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.142,68,正常
49,2024-04-01 18:02:00,2024-04-01 18:02:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.859,34,正常
50,2024-04-01 18:21:00,2024-04-01 18:23:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.854,102,正常
51,2024-04-01 18:46:00,2024-04-01 18:51:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6766.555,204,Mahalanobis 距离=6766.6（阈值=18.5）。主要贡献特征：PC2 (85.5%); PC3 (14.2%)。
52,2024-04-01 18:55:00,2024-04-01 18:58:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2165.562,136,Mahalanobis 距离=2165.6（阈值=18.5）。主要贡献特征：PC2 (70.9%); PC3 (28.8%)。
53,2024-04-01 19:09:00,2024-04-01 19:12:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3316.954,136,Mahalanobis 距离=3317.0（阈值=18.5）。主要贡献特征：PC2 (83.5%); PC3 (16.4%)。
54,2024-04-01 19:18:00,2024-04-01 19:21:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.984,136,正常
55,2024-04-01 19:26:00,2024-04-01 19:26:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.155,34,正常
56,2024-04-01 19:30:00,2024-04-01 19:30:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.6,34,正常
57,2024-04-01 20:03:00,2024-04-01 20:06:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3017.878,136,Mahalanobis 距离=3017.9（阈值=18.5）。主要贡献特征：PC2 (85.8%); PC3 (10.7%); PC4 (3.5%)。
58,2024-04-01 20:08:00,2024-04-01 20:13:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1629.714,204,Mahalanobis 距离=1629.7（阈值=18.5）。主要贡献特征：PC2 (71.1%); PC3 (27.2%); PC4 (1.7%)。
59,2024-04-01 20:21:00,2024-04-01 20:22:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.484,68,正常
60,2024-04-01 20:26:00,2024-04-01 20:26:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.146,34,正常
61,2024-04-01 20:29:00,2024-04-01 20:31:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.592,102,正常
62,2024-04-01 20:36:00,2024-04-01 20:36:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.077,34,正常
63,2024-04-01 20:46:00,2024-04-01 20:46:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.585,34,正常
64,2024-04-01 20:51:00,2024-04-01 20:52:00,2.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2688.147,68,Mahalanobis 距离=2688.1（阈值=18.5）。主要贡献特征：PC2 (71.8%); PC3 (27.8%)。
65,2024-04-01 21:08:00,2024-04-01 21:08:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.54,34,正常
66,2024-04-01 21:11:00,2024-04-01 21:11:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.489,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.5，实际=59.0 vs 预测=17.0）
67,2024-04-01 21:21:00,2024-04-01 21:27:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3088.784,238,Mahalanobis 距离=3088.8（阈值=18.5）。主要贡献特征：PC2 (80.9%); PC3 (18.5%)。
68,2024-04-01 21:36:00,2024-04-01 21:39:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2732.84,136,Mahalanobis 距离=2732.8（阈值=18.5）。主要贡献特征：PC2 (79.7%); PC3 (19.9%)。
69,2024-04-01 22:00:00,2024-04-01 22:01:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.485,68,正常
70,2024-04-01 22:13:00,2024-04-01 22:13:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.512,34,残差异常：采煤机_油泵_左油箱_油压 偏高（残差 Z-score=3.5，实际=14.1 vs 预测=2.4）
71,2024-04-01 22:15:00,2024-04-01 22:15:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.298,34,正常
72,2024-04-01 22:21:00,2024-04-01 22:23:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.554,102,正常
73,2024-04-01 22:27:00,2024-04-01 22:33:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4115.015,238,Mahalanobis 距离=4115.0（阈值=18.5）。主要贡献特征：PC2 (77.7%); PC3 (22.1%)。
74,2024-04-01 22:38:00,2024-04-01 22:39:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2856.858,68,Mahalanobis 距离=2856.9（阈值=18.5）。主要贡献特征：PC2 (74.7%); PC3 (24.9%)。
75,2024-04-01 22:53:00,2024-04-01 22:54:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.044,68,残差异常：采煤机_油泵_左电机_温度 偏高（残差 Z-score=3.0，实际=58.0 vs 预测=54.4）
76,2024-04-01 22:57:00,2024-04-01 22:57:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.122,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.1，实际=46.0 vs 预测=0.0）
77,2024-04-01 23:25:00,2024-04-01 23:25:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2152.327,34,Mahalanobis 距离=2152.3（阈值=18.5）。主要贡献特征：PC2 (65.4%); PC3 (34.5%)。
78,2024-04-01 23:33:00,2024-04-01 23:33:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3212.604,34,Mahalanobis 距离=3212.6（阈值=18.5）。主要贡献特征：PC2 (75.2%); PC3 (24.2%)。
79,2024-04-01 23:43:00,2024-04-01 23:49:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11981.504,238,Mahalanobis 距离=11981.5（阈值=18.5）。主要贡献特征：PC2 (53.0%); PC3 (28.0%); PC4 (19.0%)。
80,2024-04-01 23:57:00,2024-04-01 23:57:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.204,34,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.2，实际=283.0 vs 预测=93.2）
81,2024-04-01 23:59:00,2024-04-02 00:00:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.697,68,正常
82,2024-04-02 00:04:00,2024-04-02 00:04:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.706,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.7，实际=60.0 vs 预测=16.6）
83,2024-04-02 00:13:00,2024-04-02 00:13:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.821,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.8，实际=48.0 vs 预测=16.8）
84,2024-04-02 00:16:00,2024-04-02 00:17:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.568,68,正常
85,2024-04-02 00:19:00,2024-04-02 00:19:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.733,34,正常
86,2024-04-02 00:25:00,2024-04-02 00:25:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.308,34,正常
87,2024-04-02 00:41:00,2024-04-02 00:41:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7772.674,34,Mahalanobis 距离=7772.7（阈值=18.5）。主要贡献特征：PC2 (90.3%); PC3 (8.6%); PC4 (1.1%)。
88,2024-04-02 00:45:00,2024-04-02 00:46:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.278,68,正常
89,2024-04-02 00:50:00,2024-04-02 00:52:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8071.324,102,Mahalanobis 距离=8071.3（阈值=18.5）。主要贡献特征：PC2 (90.5%); PC3 (8.8%)。
90,2024-04-02 00:54:00,2024-04-02 01:02:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2177.651,306,Mahalanobis 距离=2177.7（阈值=18.5）。主要贡献特征：PC2 (73.7%); PC3 (25.7%)。
91,2024-04-02 01:15:00,2024-04-02 01:18:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2198.439,136,Mahalanobis 距离=2198.4（阈值=18.5）。主要贡献特征：PC2 (80.5%); PC3 (18.4%); PC4 (1.1%)。
92,2024-04-02 01:25:00,2024-04-02 01:26:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.161,68,正常
93,2024-04-02 01:30:00,2024-04-02 01:30:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3648.227,34,Mahalanobis 距离=3648.2（阈值=18.5）。主要贡献特征：PC2 (79.8%); PC3 (20.0%)。
94,2024-04-02 01:39:00,2024-04-02 01:39:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.92,34,正常
95,2024-04-02 01:44:00,2024-04-02 01:44:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.794,34,正常
96,2024-04-02 02:03:00,2024-04-02 02:03:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.315,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.3，实际=51.0 vs 预测=16.6）
97,2024-04-02 02:07:00,2024-04-02 02:07:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.621,34,正常
98,2024-04-02 02:40:00,2024-04-02 02:40:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.683,34,正常
99,2024-04-02 02:46:00,2024-04-02 02:46:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1952.574,34,Mahalanobis 距离=1952.6（阈值=18.5）。主要贡献特征：PC2 (65.4%); PC3 (34.2%)。
100,2024-04-02 02:52:00,2024-04-02 02:54:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.688,102,正常
101,2024-04-02 03:03:00,2024-04-02 03:03:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.95,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.9，实际=53.0 vs 预测=16.8）
102,2024-04-02 03:06:00,2024-04-02 03:06:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.851,34,正常
103,2024-04-02 03:08:00,2024-04-02 03:09:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1586.327,68,Mahalanobis 距离=1586.3（阈值=18.5）。主要贡献特征：PC2 (69.5%); PC3 (29.3%); PC4 (1.2%)。
104,2024-04-02 03:11:00,2024-04-02 03:14:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,927.724,136,Mahalanobis 距离=927.7（阈值=18.5）。主要贡献特征：PC3 (58.2%); PC2 (26.7%); PC4 (15.1%)。
105,2024-04-02 03:24:00,2024-04-02 03:24:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.406,34,正常
106,2024-04-02 03:34:00,2024-04-02 03:35:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.466,68,正常
107,2024-04-02 03:41:00,2024-04-02 03:51:00,11.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2883.929,374,Mahalanobis 距离=2883.9（阈值=18.5）。主要贡献特征：PC2 (74.5%); PC3 (23.3%); PC4 (2.2%)。
108,2024-04-02 03:55:00,2024-04-02 03:57:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.75,102,正常
109,2024-04-02 03:59:00,2024-04-02 03:59:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.537,34,正常
110,2024-04-02 04:11:00,2024-04-02 04:14:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.211,136,单变量异常：采煤机_油泵_左油箱_油压（z-score=5.2，实际=19.4，均值=3.3±3.1）
111,2024-04-02 04:22:00,2024-04-02 04:22:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.79,34,正常
112,2024-04-02 04:27:00,2024-04-02 04:27:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.622,34,正常
113,2024-04-02 04:32:00,2024-04-02 04:32:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.349,34,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.3，实际=267.0 vs 预测=68.6）
114,2024-04-02 04:47:00,2024-04-02 04:47:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.98,34,正常
115,2024-04-02 04:50:00,2024-04-02 04:50:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1494.655,34,Mahalanobis 距离=1494.7（阈值=18.5）。主要贡献特征：PC2 (66.2%); PC3 (33.0%)。
116,2024-04-02 04:52:00,2024-04-02 04:59:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1664.597,272,Mahalanobis 距离=1664.6（阈值=18.5）。主要贡献特征：PC2 (77.0%); PC3 (22.8%)。
117,2024-04-02 05:01:00,2024-04-02 05:01:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.379,34,正常
118,2024-04-02 05:06:00,2024-04-02 05:06:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.925,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.9，实际=42.0 vs 预测=16.6）
119,2024-04-02 05:11:00,2024-04-02 05:11:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.715,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.7，实际=58.0 vs 预测=16.2）
120,2024-04-02 05:13:00,2024-04-02 05:15:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.162,102,正常
121,2024-04-02 05:27:00,2024-04-02 05:27:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.469,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.5，实际=56.0 vs 预测=16.0）
122,2024-04-02 05:30:00,2024-04-02 05:30:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.843,34,正常
123,2024-04-02 05:32:00,2024-04-02 05:32:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3095.345,34,Mahalanobis 距离=3095.3（阈值=18.5）。主要贡献特征：PC2 (68.5%); PC3 (31.5%)。
124,2024-04-02 05:34:00,2024-04-02 05:34:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.338,34,正常
125,2024-04-02 05:40:00,2024-04-02 05:44:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2562.737,170,Mahalanobis 距离=2562.7（阈值=18.5）。主要贡献特征：PC2 (89.4%); PC3 (9.9%)。
126,2024-04-02 05:51:00,2024-04-02 05:51:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.649,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.6，实际=50.0 vs 预测=16.0）
127,2024-04-02 05:58:00,2024-04-02 06:01:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4428.186,136,Mahalanobis 距离=4428.2（阈值=18.5）。主要贡献特征：PC2 (82.8%); PC3 (15.9%); PC4 (1.3%)。
128,2024-04-02 06:08:00,2024-04-02 06:08:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.419,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.4，实际=45.0 vs 预测=16.4）
129,2024-04-02 06:16:00,2024-04-02 06:16:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.325,34,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.3，实际=281.0 vs 预测=82.4）
130,2024-04-02 06:23:00,2024-04-02 06:23:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.499,34,正常
131,2024-04-02 06:27:00,2024-04-02 06:40:00,14.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6097.256,476,Mahalanobis 距离=6097.3（阈值=18.5）。主要贡献特征：PC2 (86.7%); PC3 (12.0%); PC4 (1.3%)。
