事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
636,2024-04-06 15:01:00,2024-04-06 15:08:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2390.088,272,Mahalanobis 距离=2390.1（阈值=18.5）。主要贡献特征：PC2 (87.2%); PC4 (12.6%)。
637,2024-04-06 15:29:00,2024-04-06 15:59:00,31.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,30343.074,1054,Mahalanobis 距离=30343.1（阈值=18.5）。主要贡献特征：PC2 (99.0%)。
638,2024-04-06 16:02:00,2024-04-06 16:05:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2262.285,136,Mahalanobis 距离=2262.3（阈值=18.5）。主要贡献特征：PC2 (87.6%); PC4 (11.5%)。
639,2024-04-06 16:09:00,2024-04-06 16:21:00,13.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2341.34,442,Mahalanobis 距离=2341.3（阈值=18.5）。主要贡献特征：PC2 (71.0%); PC3 (28.8%)。
640,2024-04-06 16:29:00,2024-04-06 16:29:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.202,34,正常
641,2024-04-06 16:31:00,2024-04-06 16:37:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6459.896,238,Mahalanobis 距离=6459.9（阈值=18.5）。主要贡献特征：PC2 (82.9%); PC3 (16.3%)。
642,2024-04-06 16:41:00,2024-04-06 16:41:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.207,34,正常
643,2024-04-06 16:59:00,2024-04-06 16:59:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.03,34,正常
644,2024-04-06 17:02:00,2024-04-06 17:02:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.695,34,正常
645,2024-04-06 17:04:00,2024-04-06 17:04:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.572,34,正常
646,2024-04-06 17:14:00,2024-04-06 17:49:00,36.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4585.583,1224,Mahalanobis 距离=4585.6（阈值=18.5）。主要贡献特征：PC2 (88.6%); PC4 (10.4%); PC3 (1.0%)。
647,2024-04-06 17:53:00,2024-04-06 17:53:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.39,34,正常
648,2024-04-06 17:56:00,2024-04-06 18:00:00,5.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4395.562,170,Mahalanobis 距离=4395.6（阈值=18.5）。主要贡献特征：PC2 (82.2%); PC3 (17.6%)。
649,2024-04-06 18:02:00,2024-04-06 18:09:00,8.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.844,272,正常
650,2024-04-06 18:18:00,2024-04-06 18:20:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.685,102,单变量异常：采煤机_油泵_左油箱_油压（z-score=2.7，实际=11.6，均值=3.3±3.1）
651,2024-04-06 18:22:00,2024-04-06 18:24:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2847.953,102,Mahalanobis 距离=2848.0（阈值=18.5）。主要贡献特征：PC2 (73.8%); PC3 (25.9%)。
652,2024-04-06 18:49:00,2024-04-06 18:52:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.992,136,正常
653,2024-04-06 19:18:00,2024-04-06 19:19:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2756.617,68,Mahalanobis 距离=2756.6（阈值=18.5）。主要贡献特征：PC2 (71.8%); PC3 (27.2%); PC4 (1.1%)。
654,2024-04-06 19:32:00,2024-04-06 19:34:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2514.887,102,Mahalanobis 距离=2514.9（阈值=18.5）。主要贡献特征：PC2 (72.9%); PC3 (27.0%)。
655,2024-04-06 19:53:00,2024-04-06 19:53:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.88,34,正常
656,2024-04-06 19:55:00,2024-04-06 19:55:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.193,34,残差异常：采煤机_油泵_左油箱_油压 偏高（残差 Z-score=3.2，实际=13.1 vs 预测=2.5）
657,2024-04-06 20:00:00,2024-04-06 20:00:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.361,34,正常
658,2024-04-06 20:11:00,2024-04-06 20:11:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.507,34,正常
659,2024-04-06 20:21:00,2024-04-06 20:22:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4605.377,68,Mahalanobis 距离=4605.4（阈值=18.5）。主要贡献特征：PC2 (84.4%); PC3 (15.5%)。
660,2024-04-06 20:38:00,2024-04-06 20:38:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11.416,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=11.4，实际=133.0 vs 预测=5.6）
661,2024-04-06 20:47:00,2024-04-06 20:47:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.856,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=3.9，实际=45.0 vs 预测=16.8）
662,2024-04-06 20:50:00,2024-04-06 20:50:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.211,34,正常
663,2024-04-06 21:00:00,2024-04-06 21:00:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.244,34,正常
664,2024-04-06 21:13:00,2024-04-06 21:13:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.016,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=6.0，实际=61.0 vs 预测=17.0）
665,2024-04-06 21:19:00,2024-04-06 21:19:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.419,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.4，实际=46.0 vs 预测=17.4）
666,2024-04-06 21:24:00,2024-04-06 21:28:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2835.194,170,Mahalanobis 距离=2835.2（阈值=18.5）。主要贡献特征：PC2 (74.2%); PC3 (25.4%)。
667,2024-04-06 21:45:00,2024-04-06 21:47:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,15.262,102,正常
668,2024-04-06 21:51:00,2024-04-06 21:52:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.666,68,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=48.0 vs 预测=17.8）
669,2024-04-06 21:55:00,2024-04-06 21:57:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2955.184,102,Mahalanobis 距离=2955.2（阈值=18.5）。主要贡献特征：PC2 (72.5%); PC3 (26.9%)。
670,2024-04-06 21:59:00,2024-04-06 21:59:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.964,34,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=4.0，实际=310.0 vs 预测=73.2）
671,2024-04-06 22:01:00,2024-04-06 22:01:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.24,34,残差异常：采煤机_牵引部位_右电机_电流 偏高（残差 Z-score=3.2，实际=248.0 vs 预测=98.2）
672,2024-04-06 22:10:00,2024-04-06 22:10:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.658,34,正常
673,2024-04-06 22:18:00,2024-04-06 22:18:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.029,34,正常
674,2024-04-06 22:29:00,2024-04-06 22:32:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4517.842,136,Mahalanobis 距离=4517.8（阈值=18.5）。主要贡献特征：PC2 (82.4%); PC3 (16.6%)。
675,2024-04-06 22:38:00,2024-04-06 22:41:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.266,136,正常
676,2024-04-06 22:52:00,2024-04-06 22:52:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.114,34,正常
677,2024-04-06 22:56:00,2024-04-06 23:02:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3407.133,238,Mahalanobis 距离=3407.1（阈值=18.5）。主要贡献特征：PC2 (73.9%); PC3 (26.1%)。
678,2024-04-06 23:04:00,2024-04-06 23:04:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.438,34,正常
679,2024-04-06 23:06:00,2024-04-06 23:06:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.435,34,正常
680,2024-04-06 23:09:00,2024-04-06 23:12:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4332.826,136,Mahalanobis 距离=4332.8（阈值=18.5）。主要贡献特征：PC2 (79.2%); PC3 (19.6%); PC4 (1.2%)。
681,2024-04-06 23:22:00,2024-04-06 23:26:00,5.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.528,170,正常
682,2024-04-06 23:29:00,2024-04-06 23:29:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.435,34,正常
683,2024-04-06 23:40:00,2024-04-06 23:40:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.736,34,正常
684,2024-04-06 23:45:00,2024-04-06 23:48:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4402.616,136,Mahalanobis 距离=4402.6（阈值=18.5）。主要贡献特征：PC2 (81.5%); PC3 (18.0%)。
685,2024-04-06 23:51:00,2024-04-06 23:53:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,20.183,102,Mahalanobis 距离=20.2（阈值=18.5）。主要贡献特征：PC2 (63.8%); PC3 (26.5%); PC1 (8.4%)。
686,2024-04-06 23:55:00,2024-04-06 23:56:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.88,68,正常
687,2024-04-07 00:05:00,2024-04-07 00:05:00,1.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2528.643,34,Mahalanobis 距离=2528.6（阈值=18.5）。主要贡献特征：PC2 (70.5%); PC3 (29.3%)。
688,2024-04-07 00:20:00,2024-04-07 00:20:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.252,34,正常
689,2024-04-07 00:32:00,2024-04-07 00:35:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3088.626,136,Mahalanobis 距离=3088.6（阈值=18.5）。主要贡献特征：PC2 (90.0%); PC4 (8.7%); PC3 (1.2%)。
690,2024-04-07 00:37:00,2024-04-07 00:38:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.487,68,正常
691,2024-04-07 00:40:00,2024-04-07 00:40:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.461,34,正常
692,2024-04-07 00:42:00,2024-04-07 00:42:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.955,34,正常
693,2024-04-07 01:08:00,2024-04-07 01:09:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2607.568,68,Mahalanobis 距离=2607.6（阈值=18.5）。主要贡献特征：PC2 (79.5%); PC3 (20.5%)。
694,2024-04-07 01:12:00,2024-04-07 01:14:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1042.731,102,Mahalanobis 距离=1042.7（阈值=18.5）。主要贡献特征：PC3 (57.9%); PC2 (24.8%); PC4 (17.3%)。
695,2024-04-07 01:40:00,2024-04-07 01:49:00,10.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1158.648,340,Mahalanobis 距离=1158.6（阈值=18.5）。主要贡献特征：PC3 (59.2%); PC2 (22.1%); PC4 (18.6%)。
696,2024-04-07 02:16:00,2024-04-07 02:28:00,13.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.561,442,正常
697,2024-04-07 02:34:00,2024-04-07 02:34:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.701,34,正常
698,2024-04-07 02:40:00,2024-04-07 02:40:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.88,34,正常
699,2024-04-07 02:50:00,2024-04-07 02:50:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.223,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.2，实际=52.0 vs 预测=18.2）
700,2024-04-07 02:58:00,2024-04-07 02:58:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.714,34,正常
701,2024-04-07 03:12:00,2024-04-07 03:12:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8.189,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=8.2，实际=70.0 vs 预测=17.0）
702,2024-04-07 03:15:00,2024-04-07 03:15:00,1.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6643.512,34,Mahalanobis 距离=6643.5（阈值=18.5）。主要贡献特征：PC2 (86.2%); PC3 (12.9%)。
703,2024-04-07 03:20:00,2024-04-07 03:21:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6254.898,68,Mahalanobis 距离=6254.9（阈值=18.5）。主要贡献特征：PC2 (88.2%); PC3 (10.7%); PC4 (1.1%)。
704,2024-04-07 03:24:00,2024-04-07 03:24:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3071.21,34,Mahalanobis 距离=3071.2（阈值=18.5）。主要贡献特征：PC2 (82.4%); PC3 (17.1%)。
705,2024-04-07 03:33:00,2024-04-07 03:33:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.69,34,正常
706,2024-04-07 03:39:00,2024-04-07 03:42:00,4.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.494,136,单变量异常：采煤机_油泵_左油箱_油压（z-score=3.5，实际=14.1，均值=3.3±3.1）
707,2024-04-07 03:50:00,2024-04-07 03:55:00,6.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,19.482,204,Mahalanobis 距离=19.5（阈值=18.5）。主要贡献特征：PC2 (79.1%); PC3 (15.2%); PC4 (3.9%)。
708,2024-04-07 04:20:00,2024-04-07 04:20:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.122,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.1，实际=46.0 vs 预测=0.0）
709,2024-04-07 04:24:00,2024-04-07 04:26:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2010.354,102,Mahalanobis 距离=2010.4（阈值=18.5）。主要贡献特征：PC2 (57.8%); PC3 (42.0%)。
710,2024-04-07 04:39:00,2024-04-07 04:39:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.481,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.5，实际=46.0 vs 预测=17.0）
711,2024-04-07 05:04:00,2024-04-07 05:04:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.861,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=5.9，实际=71.0 vs 预测=5.6）
712,2024-04-07 05:06:00,2024-04-07 05:06:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.059,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.1，实际=54.0 vs 预测=17.0）
713,2024-04-07 05:11:00,2024-04-07 05:11:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3145.917,34,Mahalanobis 距离=3145.9（阈值=18.5）。主要贡献特征：PC2 (75.6%); PC3 (23.3%); PC4 (1.1%)。
714,2024-04-07 05:13:00,2024-04-07 05:13:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2512.185,34,Mahalanobis 距离=2512.2（阈值=18.5）。主要贡献特征：PC2 (76.1%); PC3 (22.9%); PC4 (1.1%)。
715,2024-04-07 05:19:00,2024-04-07 05:19:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3564.567,34,Mahalanobis 距离=3564.6（阈值=18.5）。主要贡献特征：PC2 (79.7%); PC3 (19.8%)。
716,2024-04-07 05:27:00,2024-04-07 05:27:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.309,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=3.3，实际=41.0 vs 预测=16.8）
717,2024-04-07 05:32:00,2024-04-07 05:32:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.47,34,正常
718,2024-04-07 05:47:00,2024-04-07 05:47:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.239,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=4.2，实际=48.0 vs 预测=17.0）
719,2024-04-07 05:49:00,2024-04-07 05:49:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.399,34,正常
720,2024-04-07 05:55:00,2024-04-07 05:55:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.273,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.3，实际=58.0 vs 预测=17.4）
721,2024-04-07 05:58:00,2024-04-07 05:58:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,28.407,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=28.4，实际=317.0 vs 预测=0.0）
722,2024-04-07 06:00:00,2024-04-07 06:02:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.983,102,正常
723,2024-04-07 06:06:00,2024-04-07 06:06:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.475,34,正常
724,2024-04-07 06:09:00,2024-04-07 06:09:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.818,34,正常
725,2024-04-07 06:14:00,2024-04-07 06:14:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.316,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.3，实际=37.0 vs 预测=0.0）
726,2024-04-07 06:17:00,2024-04-07 06:17:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.103,34,正常
727,2024-04-07 06:19:00,2024-04-07 06:19:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.608,34,残差异常：采煤机_油泵_左油箱_油压 偏高（残差 Z-score=3.6，实际=14.4 vs 预测=2.4）
728,2024-04-07 06:22:00,2024-04-07 06:22:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.569,34,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.6，实际=291.0 vs 预测=79.6）
729,2024-04-07 06:26:00,2024-04-07 06:27:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.029,68,正常
730,2024-04-07 06:32:00,2024-04-07 06:33:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2154.244,68,Mahalanobis 距离=2154.2（阈值=18.5）。主要贡献特征：PC2 (73.7%); PC3 (25.6%)。
731,2024-04-07 06:36:00,2024-04-07 06:36:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.658,34,正常
732,2024-04-07 06:50:00,2024-04-07 06:50:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.141,34,正常
733,2024-04-07 06:56:00,2024-04-07 06:56:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.801,34,残差异常：采煤机_油泵_左油箱_油压 偏高（残差 Z-score=3.8，实际=15.0 vs 预测=2.4）
734,2024-04-07 06:59:00,2024-04-07 06:59:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.252,34,正常
735,2024-04-07 07:01:00,2024-04-07 07:01:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.975,34,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=8.0，实际=89.0 vs 预测=0.0）
736,2024-04-07 07:08:00,2024-04-07 07:08:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4658.774,34,Mahalanobis 距离=4658.8（阈值=18.5）。主要贡献特征：PC2 (83.6%); PC3 (16.3%)。
737,2024-04-07 07:10:00,2024-04-07 07:12:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3556.077,102,Mahalanobis 距离=3556.1（阈值=18.5）。主要贡献特征：PC2 (82.2%); PC3 (17.3%)。
738,2024-04-07 07:17:00,2024-04-07 07:18:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4997.874,68,Mahalanobis 距离=4997.9（阈值=18.5）。主要贡献特征：PC2 (80.6%); PC3 (18.6%)。
739,2024-04-07 07:22:00,2024-04-07 07:22:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2135.209,34,Mahalanobis 距离=2135.2（阈值=18.5）。主要贡献特征：PC2 (72.9%); PC3 (26.8%)。
740,2024-04-07 07:24:00,2024-04-07 07:24:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.92,34,正常
741,2024-04-07 07:26:00,2024-04-07 07:26:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3360.992,34,Mahalanobis 距离=3361.0（阈值=18.5）。主要贡献特征：PC2 (79.9%); PC3 (19.4%)。
742,2024-04-07 07:36:00,2024-04-07 07:38:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.289,102,正常
743,2024-04-07 07:42:00,2024-04-07 07:44:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.854,102,正常
744,2024-04-07 07:46:00,2024-04-07 07:46:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.436,34,正常
745,2024-04-07 08:13:00,2024-04-07 08:13:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.511,34,正常
746,2024-04-07 08:21:00,2024-04-07 08:25:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2070.41,170,Mahalanobis 距离=2070.4（阈值=18.5）。主要贡献特征：PC2 (64.7%); PC3 (35.3%)。
747,2024-04-07 08:34:00,2024-04-07 08:38:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3235.596,170,Mahalanobis 距离=3235.6（阈值=18.5）。主要贡献特征：PC2 (86.8%); PC4 (11.4%); PC3 (1.9%)。
748,2024-04-07 08:47:00,2024-04-07 08:47:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.971,34,正常
749,2024-04-07 08:52:00,2024-04-07 08:52:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2955.258,34,Mahalanobis 距离=2955.3（阈值=18.5）。主要贡献特征：PC2 (78.5%); PC3 (21.0%)。
750,2024-04-07 08:54:00,2024-04-07 08:57:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1689.388,136,Mahalanobis 距离=1689.4（阈值=18.5）。主要贡献特征：PC2 (73.8%); PC3 (25.5%)。
751,2024-04-07 09:12:00,2024-04-07 09:12:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.52,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.5，实际=60.0 vs 预测=17.8）
752,2024-04-07 09:23:00,2024-04-07 09:23:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.606,34,残差异常：采煤机_油泵_左电机_电流 偏高（残差 Z-score=5.6，实际=58.0 vs 预测=17.0）
753,2024-04-07 09:28:00,2024-04-07 09:28:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.854,34,正常
754,2024-04-07 09:31:00,2024-04-07 09:33:00,3.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.082,102,正常
755,2024-04-07 09:43:00,2024-04-07 09:43:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2495.503,34,Mahalanobis 距离=2495.5（阈值=18.5）。主要贡献特征：PC2 (75.9%); PC3 (24.0%)。
756,2024-04-07 09:49:00,2024-04-07 09:49:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.397,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.4，实际=60.0 vs 预测=18.6）
757,2024-04-07 09:51:00,2024-04-07 09:54:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2998.342,136,Mahalanobis 距离=2998.3（阈值=18.5）。主要贡献特征：PC2 (86.7%); PC3 (12.3%)。
758,2024-04-07 10:30:00,2024-04-07 10:41:00,12.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1435.162,408,Mahalanobis 距离=1435.2（阈值=18.5）。主要贡献特征：PC3 (59.5%); PC2 (21.0%); PC4 (19.5%)。
759,2024-04-07 14:53:00,2024-04-07 14:57:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2391.64,170,Mahalanobis 距离=2391.6（阈值=18.5）。主要贡献特征：PC2 (87.4%); PC4 (12.3%)。
760,2024-04-07 15:17:00,2024-04-07 15:17:00,1.0,轻载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.098,34,正常
761,2024-04-07 15:27:00,2024-04-07 15:35:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2747.253,306,Mahalanobis 距离=2747.3（阈值=18.5）。主要贡献特征：PC2 (80.5%); PC3 (19.5%)。
762,2024-04-07 15:38:00,2024-04-07 15:55:00,18.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3965.923,612,Mahalanobis 距离=3965.9（阈值=18.5）。主要贡献特征：PC2 (81.2%); PC3 (17.7%); PC4 (1.1%)。
763,2024-04-07 15:57:00,2024-04-07 16:06:00,10.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,26.557,340,Mahalanobis 距离=26.6（阈值=18.5）。主要贡献特征：PC2 (61.7%); PC3 (35.2%); PC4 (1.7%)。
764,2024-04-07 16:08:00,2024-04-07 16:09:00,2.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.406,68,正常
765,2024-04-07 16:20:00,2024-04-07 16:20:00,1.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.655,34,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.7，实际=55.0 vs 预测=18.4）
