事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
0,2024-04-01 00:52:00,2024-04-01 00:52:00,1.0,停机,单变量IQR+3σ; 残差,3.45,26,残差异常：采煤机_牵引部位_右电机_电压 偏高（残差 Z-score=3.4，实际=980.0 vs 预测=0.0）
1,2024-04-01 00:56:00,2024-04-01 01:05:00,10.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1417.511,280,Mahalanobis 距离=1417.5（阈值=18.5）。主要贡献特征：PC1 (86.8%); PC3 (13.0%)。
2,2024-04-01 01:38:00,2024-04-01 01:42:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,370.402,190,Mahalanobis 距离=370.4（阈值=18.5）。主要贡献特征：PC1 (75.0%); PC3 (23.7%); PC4 (1.2%)。
3,2024-04-01 04:37:00,2024-04-01 05:08:00,32.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4726.823,1183,Mahalanobis 距离=4726.8（阈值=18.5）。主要贡献特征：PC1 (86.6%); PC4 (13.3%)。
4,2024-04-01 05:11:00,2024-04-01 05:11:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4704.858,38,Mahalanobis 距离=4704.9（阈值=18.5）。主要贡献特征：PC1 (86.5%); PC4 (13.5%)。
5,2024-04-01 05:16:00,2024-04-01 05:17:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4567.988,76,Mahalanobis 距离=4568.0（阈值=18.5）。主要贡献特征：PC1 (88.0%); PC4 (12.0%)。
6,2024-04-01 05:19:00,2024-04-01 05:19:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.329,38,正常
7,2024-04-01 05:21:00,2024-04-01 05:21:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.978,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.0，实际=44.0 vs 预测=17.6）
8,2024-04-01 05:23:00,2024-04-01 05:24:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2140.718,76,Mahalanobis 距离=2140.7（阈值=18.5）。主要贡献特征：PC1 (96.4%); PC4 (3.4%)。
9,2024-04-01 05:29:00,2024-04-01 05:29:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2107.914,38,Mahalanobis 距离=2107.9（阈值=18.5）。主要贡献特征：PC1 (97.7%); PC4 (2.3%)。
10,2024-04-01 05:37:00,2024-04-01 05:40:00,4.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.444,152,正常
11,2024-04-01 05:42:00,2024-04-01 05:42:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.812,38,正常
12,2024-04-01 05:51:00,2024-04-01 05:51:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.281,38,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.3，实际=48.0 vs 预测=0.0）
13,2024-04-01 05:53:00,2024-04-01 05:53:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.785,38,正常
14,2024-04-01 06:03:00,2024-04-01 06:03:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.115,38,正常
15,2024-04-01 06:08:00,2024-04-01 06:09:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3541.585,76,Mahalanobis 距离=3541.6（阈值=18.5）。主要贡献特征：PC1 (68.7%); PC3 (29.0%); PC4 (2.3%)。
16,2024-04-01 06:12:00,2024-04-01 06:14:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3616.521,114,Mahalanobis 距离=3616.5（阈值=18.5）。主要贡献特征：PC1 (74.9%); PC3 (22.8%); PC4 (2.3%)。
17,2024-04-01 06:17:00,2024-04-01 06:17:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3673.979,38,Mahalanobis 距离=3674.0（阈值=18.5）。主要贡献特征：PC1 (74.3%); PC3 (23.7%); PC4 (2.0%)。
18,2024-04-01 06:19:00,2024-04-01 06:21:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3577.26,114,Mahalanobis 距离=3577.3（阈值=18.5）。主要贡献特征：PC1 (74.1%); PC3 (23.7%); PC4 (2.2%)。
19,2024-04-01 06:24:00,2024-04-01 06:25:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.909,76,正常
20,2024-04-01 06:27:00,2024-04-01 06:28:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.625,76,正常
21,2024-04-01 06:32:00,2024-04-01 06:34:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3676.889,114,Mahalanobis 距离=3676.9（阈值=18.5）。主要贡献特征：PC1 (76.9%); PC3 (21.3%); PC4 (1.9%)。
22,2024-04-01 06:36:00,2024-04-01 06:37:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3853.128,76,Mahalanobis 距离=3853.1（阈值=18.5）。主要贡献特征：PC1 (82.5%); PC3 (15.7%); PC4 (1.8%)。
23,2024-04-01 06:40:00,2024-04-01 06:56:00,17.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1530.587,646,Mahalanobis 距离=1530.6（阈值=18.5）。主要贡献特征：PC1 (87.5%); PC3 (12.5%)。
24,2024-04-01 07:06:00,2024-04-01 07:06:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.177,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.2，实际=58.0 vs 预测=17.0）
25,2024-04-01 07:09:00,2024-04-01 07:12:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1149.262,152,Mahalanobis 距离=1149.3（阈值=18.5）。主要贡献特征：PC1 (81.4%); PC3 (18.6%)。
26,2024-04-01 07:17:00,2024-04-01 07:21:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,388.352,190,Mahalanobis 距离=388.4（阈值=18.5）。主要贡献特征：PC1 (70.8%); PC3 (29.0%)。
27,2024-04-01 07:24:00,2024-04-01 07:31:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1029.882,304,Mahalanobis 距离=1029.9（阈值=18.5）。主要贡献特征：PC1 (80.3%); PC3 (19.6%)。
28,2024-04-01 07:34:00,2024-04-01 07:35:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,376.33,76,Mahalanobis 距离=376.3（阈值=18.5）。主要贡献特征：PC1 (70.8%); PC3 (29.0%)。
29,2024-04-01 07:37:00,2024-04-01 08:27:00,51.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4982.602,1938,Mahalanobis 距离=4982.6（阈值=18.5）。主要贡献特征：PC3 (58.1%); PC1 (40.7%); PC4 (1.2%)。
30,2024-04-01 08:30:00,2024-04-01 08:49:00,20.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1097.747,760,Mahalanobis 距离=1097.7（阈值=18.5）。主要贡献特征：PC1 (73.4%); PC3 (26.6%)。
31,2024-04-01 08:51:00,2024-04-01 08:59:00,9.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.922,342,正常
32,2024-04-01 09:04:00,2024-04-01 09:04:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.697,38,正常
33,2024-04-01 09:13:00,2024-04-01 09:26:00,14.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6717.419,532,Mahalanobis 距离=6717.4（阈值=18.5）。主要贡献特征：PC3 (73.6%); PC1 (25.9%)。
34,2024-04-01 09:41:00,2024-04-01 09:46:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2092.74,228,Mahalanobis 距离=2092.7（阈值=18.5）。主要贡献特征：PC3 (63.8%); PC1 (36.1%)。
35,2024-04-01 11:23:00,2024-04-01 11:34:00,12.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1277.591,456,Mahalanobis 距离=1277.6（阈值=18.5）。主要贡献特征：PC1 (76.8%); PC3 (22.5%)。
36,2024-04-01 11:36:00,2024-04-01 11:50:00,15.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3633.702,570,Mahalanobis 距离=3633.7（阈值=18.5）。主要贡献特征：PC3 (63.8%); PC1 (36.1%)。
37,2024-04-01 12:00:00,2024-04-01 13:42:00,103.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,583.169,3914,Mahalanobis 距离=583.2（阈值=18.5）。主要贡献特征：PC3 (67.8%); PC1 (31.7%)。
38,2024-04-01 13:58:00,2024-04-01 14:02:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,391.188,190,Mahalanobis 距离=391.2（阈值=18.5）。主要贡献特征：PC1 (56.6%); PC3 (41.9%); PC4 (1.4%)。
39,2024-04-01 14:09:00,2024-04-01 14:16:00,8.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3559.108,304,Mahalanobis 距离=3559.1（阈值=18.5）。主要贡献特征：PC3 (61.2%); PC1 (38.8%)。
40,2024-04-01 15:08:00,2024-04-01 15:18:00,11.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4106.056,418,Mahalanobis 距离=4106.1（阈值=18.5）。主要贡献特征：PC1 (77.5%); PC3 (22.5%)。
41,2024-04-01 15:39:00,2024-04-01 15:44:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2229.008,228,Mahalanobis 距离=2229.0（阈值=18.5）。主要贡献特征：PC1 (92.8%); PC3 (7.1%)。
42,2024-04-01 15:46:00,2024-04-01 16:14:00,29.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3868.329,1102,Mahalanobis 距离=3868.3（阈值=18.5）。主要贡献特征：PC1 (75.7%); PC3 (24.3%)。
43,2024-04-01 16:16:00,2024-04-01 16:17:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.659,76,正常
44,2024-04-01 16:19:00,2024-04-01 16:19:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.996,38,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=4.0，实际=61.0 vs 预测=16.2）
45,2024-04-01 16:21:00,2024-04-01 16:21:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.502,38,正常
46,2024-04-01 16:26:00,2024-04-01 16:26:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3802.064,38,Mahalanobis 距离=3802.1（阈值=18.5）。主要贡献特征：PC1 (65.3%); PC3 (33.6%); PC4 (1.1%)。
47,2024-04-01 16:30:00,2024-04-01 16:32:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1555.008,114,Mahalanobis 距离=1555.0（阈值=18.5）。主要贡献特征：PC1 (71.4%); PC3 (25.6%); PC4 (3.0%)。
48,2024-04-01 16:40:00,2024-04-01 16:40:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.252,38,正常
49,2024-04-01 16:44:00,2024-04-01 16:50:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1377.037,266,Mahalanobis 距离=1377.0（阈值=18.5）。主要贡献特征：PC1 (66.1%); PC3 (30.8%); PC4 (3.0%)。
50,2024-04-01 16:55:00,2024-04-01 16:58:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,368.349,152,Mahalanobis 距离=368.3（阈值=18.5）。主要贡献特征：PC3 (53.2%); PC1 (38.5%); PC4 (8.3%)。
51,2024-04-01 17:14:00,2024-04-01 17:14:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.534,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.5，实际=242.0 vs 预测=99.6）
52,2024-04-01 17:23:00,2024-04-01 17:23:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4648.788,38,Mahalanobis 距离=4648.8（阈值=18.5）。主要贡献特征：PC1 (94.4%); PC3 (3.7%); PC4 (1.9%)。
53,2024-04-01 17:34:00,2024-04-01 17:37:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1077.635,152,Mahalanobis 距离=1077.6（阈值=18.5）。主要贡献特征：PC1 (84.9%); PC3 (14.2%)。
54,2024-04-01 17:51:00,2024-04-01 17:56:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,371.125,228,Mahalanobis 距离=371.1（阈值=18.5）。主要贡献特征：PC1 (79.9%); PC3 (15.6%); PC4 (4.5%)。
55,2024-04-01 18:00:00,2024-04-01 18:00:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.511,38,正常
56,2024-04-01 18:02:00,2024-04-01 18:03:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.439,76,正常
57,2024-04-01 18:18:00,2024-04-01 18:18:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4577.3,38,Mahalanobis 距离=4577.3（阈值=18.5）。主要贡献特征：PC1 (91.2%); PC4 (8.6%)。
58,2024-04-01 18:21:00,2024-04-01 18:23:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.142,114,正常
59,2024-04-01 18:27:00,2024-04-01 18:27:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.792,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.8，实际=226.0 vs 预测=73.2）
60,2024-04-01 18:38:00,2024-04-01 18:38:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4278.733,38,Mahalanobis 距离=4278.7（阈值=18.5）。主要贡献特征：PC1 (87.3%); PC3 (12.2%)。
61,2024-04-01 18:41:00,2024-04-01 18:42:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1915.999,76,Mahalanobis 距离=1916.0（阈值=18.5）。主要贡献特征：PC1 (90.9%); PC3 (8.7%)。
62,2024-04-01 18:47:00,2024-04-01 18:48:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.798,76,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=5.8，实际=65.0 vs 预测=0.0）
63,2024-04-01 18:50:00,2024-04-01 18:51:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2932.378,76,Mahalanobis 距离=2932.4（阈值=18.5）。主要贡献特征：PC1 (96.7%); PC3 (1.9%); PC4 (1.4%)。
64,2024-04-01 18:54:00,2024-04-01 18:59:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3568.039,228,Mahalanobis 距离=3568.0（阈值=18.5）。主要贡献特征：PC1 (80.9%); PC3 (19.1%)。
65,2024-04-01 19:02:00,2024-04-01 19:03:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6490.997,76,Mahalanobis 距离=6491.0（阈值=18.5）。主要贡献特征：PC1 (98.5%)。
66,2024-04-01 19:08:00,2024-04-01 19:13:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1854.039,228,Mahalanobis 距离=1854.0（阈值=18.5）。主要贡献特征：PC1 (82.0%); PC3 (15.5%); PC4 (2.5%)。
67,2024-04-01 19:18:00,2024-04-01 19:21:00,4.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,34.6,152,Mahalanobis 距离=34.6（阈值=18.5）。主要贡献特征：PC1 (99.6%)。
68,2024-04-01 19:26:00,2024-04-01 19:26:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.401,38,正常
69,2024-04-01 19:28:00,2024-04-01 19:28:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3780.051,38,Mahalanobis 距离=3780.1（阈值=18.5）。主要贡献特征：PC1 (61.1%); PC3 (37.3%); PC4 (1.7%)。
70,2024-04-01 19:30:00,2024-04-01 19:30:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.291,38,正常
71,2024-04-01 19:33:00,2024-04-01 19:33:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.17,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=4.2，实际=242.0 vs 预测=74.0）
72,2024-04-01 19:45:00,2024-04-01 19:45:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4498.097,38,Mahalanobis 距离=4498.1（阈值=18.5）。主要贡献特征：PC1 (82.2%); PC3 (17.3%)。
73,2024-04-01 19:50:00,2024-04-01 19:50:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4136.182,38,Mahalanobis 距离=4136.2（阈值=18.5）。主要贡献特征：PC1 (80.4%); PC3 (19.6%)。
74,2024-04-01 19:53:00,2024-04-01 19:54:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3756.649,76,Mahalanobis 距离=3756.6（阈值=18.5）。主要贡献特征：PC1 (74.5%); PC3 (25.5%)。
75,2024-04-01 20:00:00,2024-04-01 20:14:00,15.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3528.074,570,Mahalanobis 距离=3528.1（阈值=18.5）。主要贡献特征：PC1 (68.0%); PC3 (31.7%)。
76,2024-04-01 20:21:00,2024-04-01 20:23:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,369.573,114,Mahalanobis 距离=369.6（阈值=18.5）。主要贡献特征：PC1 (60.8%); PC3 (38.4%)。
77,2024-04-01 20:27:00,2024-04-01 20:27:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.248,38,正常
78,2024-04-01 20:29:00,2024-04-01 20:31:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.571,114,正常
79,2024-04-01 20:33:00,2024-04-01 20:33:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7765.853,38,Mahalanobis 距离=7765.9（阈值=18.5）。主要贡献特征：PC1 (87.2%); PC3 (11.9%)。
80,2024-04-01 20:40:00,2024-04-01 20:40:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7191.057,38,Mahalanobis 距离=7191.1（阈值=18.5）。主要贡献特征：PC1 (90.2%); PC3 (8.4%); PC4 (1.4%)。
81,2024-04-01 20:44:00,2024-04-01 20:44:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.614,38,正常
82,2024-04-01 20:46:00,2024-04-01 20:46:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.671,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=48.0 vs 预测=17.0）
83,2024-04-01 20:48:00,2024-04-01 20:48:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1090.33,38,Mahalanobis 距离=1090.3（阈值=18.5）。主要贡献特征：PC1 (78.8%); PC3 (21.1%)。
84,2024-04-01 20:51:00,2024-04-01 20:52:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1456.148,76,Mahalanobis 距离=1456.1（阈值=18.5）。主要贡献特征：PC1 (89.7%); PC3 (10.0%)。
85,2024-04-01 20:55:00,2024-04-01 20:55:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3079.123,38,Mahalanobis 距离=3079.1（阈值=18.5）。主要贡献特征：PC1 (79.7%); PC3 (14.0%); PC4 (6.2%)。
86,2024-04-01 20:57:00,2024-04-01 20:57:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3566.366,38,Mahalanobis 距离=3566.4（阈值=18.5）。主要贡献特征：PC1 (79.2%); PC3 (15.8%); PC4 (5.0%)。
87,2024-04-01 21:08:00,2024-04-01 21:08:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3719.8,38,Mahalanobis 距离=3719.8（阈值=18.5）。主要贡献特征：PC1 (83.4%); PC4 (11.7%); PC3 (4.8%)。
88,2024-04-01 21:10:00,2024-04-01 21:11:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.328,76,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.3，实际=59.0 vs 预测=17.0）
89,2024-04-01 21:19:00,2024-04-01 21:24:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1744.369,228,Mahalanobis 距离=1744.4（阈值=18.5）。主要贡献特征：PC1 (95.6%); PC4 (2.7%); PC3 (1.7%)。
90,2024-04-01 21:26:00,2024-04-01 21:28:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3950.282,114,Mahalanobis 距离=3950.3（阈值=18.5）。主要贡献特征：PC1 (75.5%); PC4 (19.4%); PC3 (5.1%)。
91,2024-04-01 21:30:00,2024-04-01 21:32:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4354.55,114,Mahalanobis 距离=4354.5（阈值=18.5）。主要贡献特征：PC1 (86.1%); PC4 (13.8%)。
92,2024-04-01 21:35:00,2024-04-01 21:40:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4160.089,228,Mahalanobis 距离=4160.1（阈值=18.5）。主要贡献特征：PC1 (86.2%); PC4 (13.0%)。
93,2024-04-01 21:59:00,2024-04-01 22:01:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,455.456,114,Mahalanobis 距离=455.5（阈值=18.5）。主要贡献特征：PC1 (82.3%); PC3 (8.9%); PC4 (8.7%)。
94,2024-04-01 22:13:00,2024-04-01 22:13:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5290.757,38,Mahalanobis 距离=5290.8（阈值=18.5）。主要贡献特征：PC1 (94.8%); PC4 (5.0%)。
95,2024-04-01 22:15:00,2024-04-01 22:15:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4520.491,38,Mahalanobis 距离=4520.5（阈值=18.5）。主要贡献特征：PC1 (93.2%); PC4 (4.5%); PC3 (2.4%)。
96,2024-04-01 22:20:00,2024-04-01 22:20:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5480.356,38,Mahalanobis 距离=5480.4（阈值=18.5）。主要贡献特征：PC1 (97.1%); PC4 (2.8%)。
97,2024-04-01 22:27:00,2024-04-01 22:32:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,27509.168,228,Mahalanobis 距离=27509.2（阈值=18.5）。主要贡献特征：PC3 (95.1%); PC1 (4.9%)。
98,2024-04-01 22:38:00,2024-04-01 22:41:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3220.744,152,Mahalanobis 距离=3220.7（阈值=18.5）。主要贡献特征：PC1 (82.6%); PC3 (17.1%)。
99,2024-04-01 22:46:00,2024-04-01 22:46:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5201.486,38,Mahalanobis 距离=5201.5（阈值=18.5）。主要贡献特征：PC1 (96.0%); PC3 (4.0%)。
100,2024-04-01 22:49:00,2024-04-01 22:50:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4299.627,76,Mahalanobis 距离=4299.6（阈值=18.5）。主要贡献特征：PC1 (82.9%); PC3 (17.1%)。
101,2024-04-01 22:52:00,2024-04-01 23:01:00,10.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4095.993,380,Mahalanobis 距离=4096.0（阈值=18.5）。主要贡献特征：PC1 (79.8%); PC3 (20.2%)。
102,2024-04-01 23:07:00,2024-04-01 23:07:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.057,38,正常
103,2024-04-01 23:20:00,2024-04-01 23:20:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.951,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=4.0，实际=228.0 vs 预测=68.8）
104,2024-04-01 23:24:00,2024-04-01 23:25:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1234.086,76,Mahalanobis 距离=1234.1（阈值=18.5）。主要贡献特征：PC1 (63.9%); PC3 (33.2%); PC4 (2.9%)。
105,2024-04-01 23:33:00,2024-04-01 23:33:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1674.916,38,Mahalanobis 距离=1674.9（阈值=18.5）。主要贡献特征：PC1 (83.8%); PC3 (14.4%); PC4 (1.8%)。
106,2024-04-01 23:37:00,2024-04-01 23:37:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3802.57,38,Mahalanobis 距离=3802.6（阈值=18.5）。主要贡献特征：PC1 (80.6%); PC3 (19.4%)。
107,2024-04-01 23:39:00,2024-04-01 23:39:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.956,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=4.0，实际=250.0 vs 预测=90.6）
108,2024-04-01 23:43:00,2024-04-01 23:48:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2490.918,228,Mahalanobis 距离=2490.9（阈值=18.5）。主要贡献特征：PC1 (99.4%)。
109,2024-04-01 23:50:00,2024-04-01 23:52:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7.324,114,正常
110,2024-04-01 23:57:00,2024-04-02 00:00:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3503.521,152,Mahalanobis 距离=3503.5（阈值=18.5）。主要贡献特征：PC1 (77.7%); PC3 (18.6%); PC4 (3.7%)。
111,2024-04-02 00:04:00,2024-04-02 00:04:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.539,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.5，实际=60.0 vs 预测=16.6）
112,2024-04-02 00:13:00,2024-04-02 00:13:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.701,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=48.0 vs 预测=16.8）
113,2024-04-02 00:15:00,2024-04-02 00:17:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.291,114,正常
114,2024-04-02 00:28:00,2024-04-02 00:30:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4334.238,114,Mahalanobis 距离=4334.2（阈值=18.5）。主要贡献特征：PC1 (87.5%); PC4 (12.5%)。
115,2024-04-02 00:37:00,2024-04-02 00:37:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.834,38,正常
