事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,归因摘要
2633,2024-04-24 22:08:00,2024-04-24 22:08:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4042.099,38,Mahalanobis 距离=4042.1（阈值=18.5）。主要贡献特征：PC1 (67.3%); PC3 (31.2%); PC4 (1.6%)。
2634,2024-04-24 22:19:00,2024-04-24 22:19:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1168.262,38,Mahalanobis 距离=1168.3（阈值=18.5）。主要贡献特征：PC1 (62.8%); PC3 (34.8%); PC4 (2.4%)。
2635,2024-04-24 22:21:00,2024-04-24 22:21:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.126,38,残差异常：采煤机_牵引部位_右电机_电流 偏高（残差 Z-score=3.1，实际=213.0 vs 预测=118.4）
2636,2024-04-24 22:26:00,2024-04-24 22:26:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.511,38,正常
2637,2024-04-24 22:29:00,2024-04-24 22:29:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.459,38,残差异常：采煤机_截割部位_右滚筒_电机_电流 偏高（残差 Z-score=3.5，实际=205.0 vs 预测=77.0）
2638,2024-04-24 22:40:00,2024-04-24 22:40:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1454.104,38,Mahalanobis 距离=1454.1（阈值=18.5）。主要贡献特征：PC1 (82.9%); PC3 (17.1%)。
2639,2024-04-24 22:42:00,2024-04-24 22:42:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1451.739,38,Mahalanobis 距离=1451.7（阈值=18.5）。主要贡献特征：PC1 (83.5%); PC3 (16.5%)。
2640,2024-04-24 23:03:00,2024-04-24 23:05:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.477,114,正常
2641,2024-04-24 23:09:00,2024-04-24 23:09:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.549,38,正常
2642,2024-04-24 23:26:00,2024-04-24 23:29:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1247.694,152,Mahalanobis 距离=1247.7（阈值=18.5）。主要贡献特征：PC1 (90.1%); PC3 (7.7%); PC4 (2.2%)。
2643,2024-04-24 23:34:00,2024-04-24 23:37:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3082.663,152,Mahalanobis 距离=3082.7（阈值=18.5）。主要贡献特征：PC1 (78.3%); PC4 (19.2%); PC3 (2.4%)。
2644,2024-04-24 23:39:00,2024-04-24 23:42:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1387.37,152,Mahalanobis 距离=1387.4（阈值=18.5）。主要贡献特征：PC1 (89.3%); PC3 (9.4%); PC4 (1.2%)。
2645,2024-04-24 23:44:00,2024-04-24 23:49:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2537.926,228,Mahalanobis 距离=2537.9（阈值=18.5）。主要贡献特征：PC1 (82.9%); PC4 (12.7%); PC3 (4.4%)。
2646,2024-04-24 23:51:00,2024-04-24 23:54:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1142.34,152,Mahalanobis 距离=1142.3（阈值=18.5）。主要贡献特征：PC1 (90.8%); PC3 (8.1%); PC4 (1.1%)。
2647,2024-04-25 00:04:00,2024-04-25 00:05:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,374.683,76,Mahalanobis 距离=374.7（阈值=18.5）。主要贡献特征：PC1 (79.0%); PC3 (18.0%); PC4 (3.0%)。
2648,2024-04-25 00:17:00,2024-04-25 00:17:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.326,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.3，实际=203.0 vs 预测=69.0）
2649,2024-04-25 00:20:00,2024-04-25 00:20:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.564,38,正常
2650,2024-04-25 00:22:00,2024-04-25 00:22:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5978.892,38,Mahalanobis 距离=5978.9（阈值=18.5）。主要贡献特征：PC1 (99.8%)。
2651,2024-04-25 00:28:00,2024-04-25 00:31:00,4.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.329,152,正常
2652,2024-04-25 00:33:00,2024-04-25 00:33:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,11066.672,38,Mahalanobis 距离=11066.7（阈值=18.5）。主要贡献特征：PC1 (66.0%); PC3 (32.4%); PC4 (1.6%)。
2653,2024-04-25 00:43:00,2024-04-25 00:49:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4046.381,266,Mahalanobis 距离=4046.4（阈值=18.5）。主要贡献特征：PC1 (67.6%); PC3 (30.5%); PC4 (1.8%)。
2654,2024-04-25 00:55:00,2024-04-25 00:55:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.361,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.4，实际=228.0 vs 预测=92.6）
2655,2024-04-25 00:59:00,2024-04-25 00:59:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6422.189,38,Mahalanobis 距离=6422.2（阈值=18.5）。主要贡献特征：PC1 (98.7%)。
2656,2024-04-25 01:05:00,2024-04-25 01:05:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.389,38,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.4，实际=38.0 vs 预测=0.0）
2657,2024-04-25 01:07:00,2024-04-25 01:08:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6296.6,76,Mahalanobis 距离=6296.6（阈值=18.5）。主要贡献特征：PC1 (100.0%)。
2658,2024-04-25 01:14:00,2024-04-25 01:14:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.846,38,正常
2659,2024-04-25 01:16:00,2024-04-25 01:16:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.069,38,正常
2660,2024-04-25 01:21:00,2024-04-25 01:24:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6399.959,152,Mahalanobis 距离=6400.0（阈值=18.5）。主要贡献特征：PC1 (96.7%); PC3 (1.9%); PC4 (1.4%)。
2661,2024-04-25 01:32:00,2024-04-25 01:34:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6377.952,114,Mahalanobis 距离=6378.0（阈值=18.5）。主要贡献特征：PC1 (91.3%); PC3 (5.2%); PC4 (3.5%)。
2662,2024-04-25 01:51:00,2024-04-25 01:51:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1538.12,38,Mahalanobis 距离=1538.1（阈值=18.5）。主要贡献特征：PC1 (93.8%); PC4 (3.4%); PC3 (2.8%)。
2663,2024-04-25 01:56:00,2024-04-25 01:57:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.876,76,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.9，实际=56.0 vs 预测=17.0）
2664,2024-04-25 02:02:00,2024-04-25 02:02:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5682.371,38,Mahalanobis 距离=5682.4（阈值=18.5）。主要贡献特征：PC1 (82.2%); PC4 (11.5%); PC3 (6.3%)。
2665,2024-04-25 02:11:00,2024-04-25 02:12:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1155.193,76,Mahalanobis 距离=1155.2（阈值=18.5）。主要贡献特征：PC1 (89.0%); PC3 (8.9%); PC4 (2.1%)。
2666,2024-04-25 02:16:00,2024-04-25 02:17:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4699.317,76,Mahalanobis 距离=4699.3（阈值=18.5）。主要贡献特征：PC1 (92.2%); PC4 (7.7%)。
2667,2024-04-25 02:20:00,2024-04-25 02:20:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.917,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.9，实际=43.0 vs 预测=17.0）
2668,2024-04-25 02:23:00,2024-04-25 02:23:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6034.945,38,Mahalanobis 距离=6034.9（阈值=18.5）。主要贡献特征：PC1 (92.1%); PC4 (4.1%); PC3 (3.8%)。
2669,2024-04-25 02:25:00,2024-04-25 02:29:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1980.668,190,Mahalanobis 距离=1980.7（阈值=18.5）。主要贡献特征：PC1 (98.3%); PC3 (1.4%)。
2670,2024-04-25 02:31:00,2024-04-25 02:35:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2416.671,190,Mahalanobis 距离=2416.7（阈值=18.5）。主要贡献特征：PC1 (84.3%); PC4 (8.4%); PC3 (7.2%)。
2671,2024-04-25 02:49:00,2024-04-25 02:49:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.868,38,正常
2672,2024-04-25 02:58:00,2024-04-25 02:58:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.731,38,正常
2673,2024-04-25 03:03:00,2024-04-25 03:03:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.997,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=6.0，实际=57.0 vs 预测=17.2）
2674,2024-04-25 03:05:00,2024-04-25 03:05:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.956,38,正常
2675,2024-04-25 03:11:00,2024-04-25 03:11:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,916.835,38,Mahalanobis 距离=916.8（阈值=18.5）。主要贡献特征：PC1 (56.5%); PC3 (40.1%); PC4 (3.4%)。
2676,2024-04-25 03:15:00,2024-04-25 03:19:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,901.336,190,Mahalanobis 距离=901.3（阈值=18.5）。主要贡献特征：PC1 (56.0%); PC3 (40.0%); PC4 (4.1%)。
2677,2024-04-25 03:29:00,2024-04-25 03:33:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2922.074,190,Mahalanobis 距离=2922.1（阈值=18.5）。主要贡献特征：PC1 (65.4%); PC3 (29.2%); PC4 (5.3%)。
2678,2024-04-25 03:35:00,2024-04-25 03:35:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.549,38,正常
2679,2024-04-25 03:55:00,2024-04-25 03:56:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7627.031,76,Mahalanobis 距离=7627.0（阈值=18.5）。主要贡献特征：PC1 (95.4%); PC3 (4.6%)。
2680,2024-04-25 03:58:00,2024-04-25 03:59:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2974.926,76,Mahalanobis 距离=2974.9（阈值=18.5）。主要贡献特征：PC1 (95.8%); PC3 (3.3%)。
2681,2024-04-25 04:06:00,2024-04-25 04:07:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3625.853,76,Mahalanobis 距离=3625.9（阈值=18.5）。主要贡献特征：PC1 (74.5%); PC3 (24.9%)。
2682,2024-04-25 04:21:00,2024-04-25 04:24:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3763.332,152,Mahalanobis 距离=3763.3（阈值=18.5）。主要贡献特征：PC1 (85.9%); PC3 (8.8%); PC4 (5.3%)。
2683,2024-04-25 04:27:00,2024-04-25 04:27:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.936,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=5.9，实际=57.0 vs 预测=17.6）
2684,2024-04-25 04:31:00,2024-04-25 04:31:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.521,38,正常
2685,2024-04-25 04:37:00,2024-04-25 04:39:00,3.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4060.275,114,Mahalanobis 距离=4060.3（阈值=18.5）。主要贡献特征：PC1 (85.6%); PC4 (13.7%)。
2686,2024-04-25 04:43:00,2024-04-25 04:43:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.193,38,残差异常：采煤机_破碎机_电机_电流 偏高（残差 Z-score=3.2，实际=49.0 vs 预测=13.2）
2687,2024-04-25 04:52:00,2024-04-25 04:52:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4204.238,38,Mahalanobis 距离=4204.2（阈值=18.5）。主要贡献特征：PC1 (86.6%); PC4 (13.1%)。
2688,2024-04-25 04:54:00,2024-04-25 04:55:00,2.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.736,76,正常
2689,2024-04-25 04:58:00,2024-04-25 04:58:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2319.598,38,Mahalanobis 距离=2319.6（阈值=18.5）。主要贡献特征：PC1 (96.5%); PC4 (2.4%); PC3 (1.0%)。
2690,2024-04-25 05:05:00,2024-04-25 05:05:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1550.757,38,Mahalanobis 距离=1550.8（阈值=18.5）。主要贡献特征：PC1 (92.6%); PC3 (6.4%)。
2691,2024-04-25 05:08:00,2024-04-25 05:08:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.887,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=3.9，实际=43.0 vs 预测=17.2）
2692,2024-04-25 05:10:00,2024-04-25 05:10:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4773.82,38,Mahalanobis 距离=4773.8（阈值=18.5）。主要贡献特征：PC1 (94.9%); PC4 (4.5%)。
2693,2024-04-25 05:17:00,2024-04-25 05:17:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3920.402,38,Mahalanobis 距离=3920.4（阈值=18.5）。主要贡献特征：PC1 (84.7%); PC3 (13.8%); PC4 (1.4%)。
2694,2024-04-25 05:23:00,2024-04-25 05:23:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.381,38,残差异常：采煤机_截割部位_左滚筒_电机_电流 偏高（残差 Z-score=3.4，实际=209.0 vs 预测=72.8）
2695,2024-04-25 05:31:00,2024-04-25 05:33:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2187.313,114,Mahalanobis 距离=2187.3（阈值=18.5）。主要贡献特征：PC1 (91.7%); PC3 (6.8%); PC4 (1.5%)。
2696,2024-04-25 05:38:00,2024-04-25 05:38:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.519,38,正常
2697,2024-04-25 05:44:00,2024-04-25 05:44:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7000.887,38,Mahalanobis 距离=7000.9（阈值=18.5）。主要贡献特征：PC1 (97.0%); PC4 (2.9%)。
2698,2024-04-25 05:47:00,2024-04-25 05:49:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1892.497,114,Mahalanobis 距离=1892.5（阈值=18.5）。主要贡献特征：PC1 (79.8%); PC3 (15.1%); PC4 (5.1%)。
2699,2024-04-25 06:01:00,2024-04-25 06:01:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.369,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.4，实际=46.0 vs 预测=17.0）
2700,2024-04-25 06:08:00,2024-04-25 06:08:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.631,38,正常
2701,2024-04-25 06:16:00,2024-04-25 06:16:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.511,38,正常
2702,2024-04-25 06:18:00,2024-04-25 06:18:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.58,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.6，实际=48.0 vs 预测=17.6）
2703,2024-04-25 06:31:00,2024-04-25 06:31:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6671.796,38,Mahalanobis 距离=6671.8（阈值=18.5）。主要贡献特征：PC1 (91.6%); PC3 (5.5%); PC4 (2.9%)。
2704,2024-04-25 06:33:00,2024-04-25 06:37:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1772.538,190,Mahalanobis 距离=1772.5（阈值=18.5）。主要贡献特征：PC1 (93.8%); PC3 (5.9%)。
2705,2024-04-25 06:39:00,2024-04-25 06:40:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2390.362,76,Mahalanobis 距离=2390.4（阈值=18.5）。主要贡献特征：PC1 (94.4%); PC3 (5.2%)。
2706,2024-04-25 06:44:00,2024-04-25 06:47:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3673.021,152,Mahalanobis 距离=3673.0（阈值=18.5）。主要贡献特征：PC1 (82.3%); PC3 (10.1%); PC4 (7.5%)。
2707,2024-04-25 06:54:00,2024-04-25 06:57:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3840.092,152,Mahalanobis 距离=3840.1（阈值=18.5）。主要贡献特征：PC1 (84.9%); PC4 (12.4%); PC3 (2.7%)。
2708,2024-04-25 07:00:00,2024-04-25 07:01:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3904.539,76,Mahalanobis 距离=3904.5（阈值=18.5）。主要贡献特征：PC1 (85.0%); PC4 (13.1%); PC3 (1.9%)。
2709,2024-04-25 07:03:00,2024-04-25 07:03:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6.453,38,正常
2710,2024-04-25 07:08:00,2024-04-25 07:08:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.214,38,正常
2711,2024-04-25 07:13:00,2024-04-25 07:13:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1886.787,38,Mahalanobis 距离=1886.8（阈值=18.5）。主要贡献特征：PC1 (96.9%); PC4 (3.0%)。
2712,2024-04-25 07:21:00,2024-04-25 07:21:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3856.779,38,Mahalanobis 距离=3856.8（阈值=18.5）。主要贡献特征：PC1 (86.7%); PC4 (7.8%); PC3 (5.5%)。
2713,2024-04-25 07:27:00,2024-04-25 07:27:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4694.909,38,Mahalanobis 距离=4694.9（阈值=18.5）。主要贡献特征：PC1 (94.1%); PC4 (4.9%)。
2714,2024-04-25 07:31:00,2024-04-25 07:33:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1313.637,114,Mahalanobis 距离=1313.6（阈值=18.5）。主要贡献特征：PC1 (85.7%); PC3 (14.1%)。
2715,2024-04-25 07:42:00,2024-04-25 07:45:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1117.72,152,Mahalanobis 距离=1117.7（阈值=18.5）。主要贡献特征：PC1 (75.0%); PC3 (24.9%)。
2716,2024-04-25 07:50:00,2024-04-25 07:50:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3994.887,38,Mahalanobis 距离=3994.9（阈值=18.5）。主要贡献特征：PC1 (78.3%); PC3 (21.7%)。
2717,2024-04-25 07:56:00,2024-04-25 07:56:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.912,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.9，实际=50.0 vs 预测=17.4）
2718,2024-04-25 08:01:00,2024-04-25 08:01:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2843.71,38,Mahalanobis 距离=2843.7（阈值=18.5）。主要贡献特征：PC1 (95.9%); PC4 (3.6%)。
2719,2024-04-25 08:06:00,2024-04-25 08:06:00,1.0,空载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.206,38,正常
2720,2024-04-25 08:09:00,2024-04-25 08:09:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4.701,38,残差异常：采煤机_油泵_右电机_电流 偏高（残差 Z-score=4.7，实际=49.0 vs 预测=17.8）
2721,2024-04-25 08:14:00,2024-04-25 08:15:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3879.125,76,Mahalanobis 距离=3879.1（阈值=18.5）。主要贡献特征：PC1 (61.4%); PC3 (36.9%); PC4 (1.7%)。
2722,2024-04-25 08:24:00,2024-04-25 08:24:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4222.901,38,Mahalanobis 距离=4222.9（阈值=18.5）。主要贡献特征：PC1 (69.9%); PC3 (28.4%); PC4 (1.8%)。
2723,2024-04-25 08:33:00,2024-04-25 08:43:00,11.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3738.296,418,Mahalanobis 距离=3738.3（阈值=18.5）。主要贡献特征：PC1 (64.9%); PC3 (34.4%)。
2724,2024-04-25 08:46:00,2024-04-25 08:49:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,202.639,152,Mahalanobis 距离=202.6（阈值=18.5）。主要贡献特征：PC3 (54.7%); PC1 (41.2%); PC4 (4.1%)。
2725,2024-04-25 09:05:00,2024-04-25 09:06:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1380.24,76,Mahalanobis 距离=1380.2（阈值=18.5）。主要贡献特征：PC1 (83.4%); PC3 (16.6%)。
2726,2024-04-25 09:11:00,2024-04-25 09:14:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2217.784,152,Mahalanobis 距离=2217.8（阈值=18.5）。主要贡献特征：PC1 (100.0%)。
2727,2024-04-25 09:21:00,2024-04-25 09:41:00,21.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,10757.754,798,Mahalanobis 距离=10757.8（阈值=18.5）。主要贡献特征：PC3 (98.2%); PC1 (1.7%)。
2728,2024-04-25 09:46:00,2024-04-25 09:46:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3636.547,38,Mahalanobis 距离=3636.5（阈值=18.5）。主要贡献特征：PC1 (82.9%); PC3 (10.7%); PC4 (6.3%)。
2729,2024-04-25 09:48:00,2024-04-25 09:54:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3059.291,266,Mahalanobis 距离=3059.3（阈值=18.5）。主要贡献特征：PC1 (83.2%); PC4 (16.6%)。
2730,2024-04-25 10:01:00,2024-04-25 10:01:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5.884,38,正常
2731,2024-04-25 10:04:00,2024-04-25 10:05:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5149.526,76,Mahalanobis 距离=5149.5（阈值=18.5）。主要贡献特征：PC1 (83.9%); PC4 (12.9%); PC3 (3.2%)。
2732,2024-04-25 10:08:00,2024-04-25 10:10:00,3.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2.769,114,单变量异常：采煤机_油泵_左电机_电流（z-score=2.8，实际=37.0，均值=18.3±6.7）
2733,2024-04-25 10:12:00,2024-04-25 10:24:00,13.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1187.444,494,Mahalanobis 距离=1187.4（阈值=18.5）。主要贡献特征：PC1 (88.0%); PC3 (9.8%); PC4 (2.3%)。
2734,2024-04-25 11:11:00,2024-04-25 11:15:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,369.934,190,Mahalanobis 距离=369.9（阈值=18.5）。主要贡献特征：PC1 (82.0%); PC4 (9.2%); PC3 (8.7%)。
2735,2024-04-25 13:20:00,2024-04-25 13:37:00,18.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3851.674,684,Mahalanobis 距离=3851.7（阈值=18.5）。主要贡献特征：PC1 (52.9%); PC3 (38.3%); PC4 (8.8%)。
2736,2024-04-25 13:45:00,2024-04-25 13:52:00,8.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4289.645,304,Mahalanobis 距离=4289.6（阈值=18.5）。主要贡献特征：PC1 (52.2%); PC3 (40.9%); PC4 (6.9%)。
2737,2024-04-25 14:27:00,2024-04-25 14:27:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1.811,38,正常
2738,2024-04-25 14:29:00,2024-04-25 14:34:00,6.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3810.296,228,Mahalanobis 距离=3810.3（阈值=18.5）。主要贡献特征：PC1 (43.9%); PC3 (43.8%); PC4 (12.3%)。
2739,2024-04-25 14:38:00,2024-04-25 15:39:00,62.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4692.978,2356,Mahalanobis 距离=4693.0（阈值=18.5）。主要贡献特征：PC1 (49.9%); PC3 (43.8%); PC4 (6.4%)。
2740,2024-04-25 15:43:00,2024-04-25 15:52:00,10.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4234.854,380,Mahalanobis 距离=4234.9（阈值=18.5）。主要贡献特征：PC1 (88.4%); PC4 (10.2%); PC3 (1.3%)。
2741,2024-04-25 15:54:00,2024-04-25 15:58:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4226.671,190,Mahalanobis 距离=4226.7（阈值=18.5）。主要贡献特征：PC1 (87.8%); PC4 (11.6%)。
2742,2024-04-25 16:00:00,2024-04-25 16:00:00,1.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3.6,38,正常
2743,2024-04-25 16:02:00,2024-04-25 16:08:00,7.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1899.035,266,Mahalanobis 距离=1899.0（阈值=18.5）。主要贡献特征：PC1 (96.2%); PC4 (3.8%)。
2744,2024-04-25 16:14:00,2024-04-25 16:15:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1149.848,76,Mahalanobis 距离=1149.8（阈值=18.5）。主要贡献特征：PC1 (87.9%); PC3 (9.8%); PC4 (2.3%)。
2745,2024-04-25 16:21:00,2024-04-25 16:23:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,1267.791,114,Mahalanobis 距离=1267.8（阈值=18.5）。主要贡献特征：PC1 (89.1%); PC3 (9.2%); PC4 (1.6%)。
