特征名,重要性,累积重要性
采煤机_油泵_左电机_温度,0.27171941090851576,0.27171941090851576
采煤机_油泵_右电机_温度,0.2593979232678675,0.5311173341763833
采煤机_油泵_左电机_电流,0.18296033313465648,0.7140776673110398
采煤机_油泵_右电机_电流,0.16095387991273405,0.8750315472237739
采煤机_油泵_左油箱_油压,0.06450198164191952,0.9395335288656934
采煤机_油泵_右油箱_油压,0.06046647113430675,1.0000000000000002
